name,lang,id,n,size(B),cpu(s),mem(KB),status,load,elapsed(s)
binarytrees,swift,1,7,714,0.032,1044,0,92% 0% 5% 5%,0.371
binarytrees,swift,1,14,714,0.624,1300,0,79% 50% 87% 54%,0.237
binarytrees,swift,1,21,714,132.891,736016,0,74% 69% 95% 56%,45.516
binarytrees,mri,1,7,376,0.018,0,0,8% 0% 100% 0%,0.124
binarytrees,mri,1,14,376,3.894,18908,0,26% 100% 8% 10%,3.897
binarytrees,mri,1,21,376,1861.648,1558620,0,19% 82% 3% 5%,1863.208
binarytrees,jruby,4,7,364,9.848,159732,0,79% 42% 54% 40%,5.883
binarytrees,jruby,4,14,364,10.308,195800,0,74% 76% 61% 70%,3.695
binarytrees,jruby,4,21,364,192.005,1962168,0,54% 50% 56% 29%,102.964
binarytrees,mri,4,7,364,0.016,528,0,100% 20% 13% 100%,1.367
binarytrees,mri,4,14,364,3.344,18888,0,92% 39% 100% 84%,3.348
binarytrees,mri,4,21,364,1744.328,1558460,0,3% 10% 90% 4%,1745.900
binarytrees,typescript,2,7,448,0.103,0,0,0% 17% 100% 7%,0.125
binarytrees,typescript,2,14,448,0.290,952,0,11% 96% 8% 8%,0.257
binarytrees,typescript,2,21,448,96.672,628040,0,60% 49% 43% 55%,47.091
binarytrees,typescript,2,21,448,96.778,643108,0,42% 56% 67% 42%,47.115
binarytrees,typescript,2,21,448,97.080,645176,0,57% 48% 48% 59%,46.096
binarytrees,typescript,2,21,448,96.916,628040,0,48% 46% 72% 42%,46.991
binarytrees,typescript,2,21,448,97.488,635844,0,46% 55% 66% 47%,46.109
binarytrees,typescript,2,21,448,97.571,634668,0,51% 71% 47% 48%,47.157
binarytrees,yarv,5,7,1107,1.016,9552,0,79% 20% 21% 47%,1.058
binarytrees,yarv,5,14,1107,1.498,43772,0,73% 59% 49% 89%,0.559
binarytrees,yarv,5,21,1107,176.919,434004,0,88% 85% 77% 89%,52.408
binarytrees,php,1,7,451,0.011,0,0,77% 52% 0% 26%,0.219
binarytrees,php,1,14,451,0.816,16100,0,99% 100% 11% 32%,0.822
binarytrees,php,1,21,451,228.882,735080,0,44% 1% 1% 57%,229.066
binarytrees,hipe,2,7,478,0.272,1540,0,50% 17% 26% 35%,0.319
binarytrees,hipe,2,14,478,0.363,1504,0,23% 50% 32% 70%,0.228
binarytrees,hipe,2,21,478,23.078,438904,0,70% 75% 63% 75%,8.210
binarytrees,hipe,2,21,478,23.593,445080,0,66% 77% 73% 71%,8.316
binarytrees,hipe,2,21,478,23.072,438140,0,80% 69% 75% 66%,8.029
binarytrees,hipe,2,21,478,23.082,438088,0,77% 71% 71% 65%,8.198
binarytrees,hipe,2,21,478,23.177,472836,0,82% 70% 65% 73%,8.063
binarytrees,hipe,2,21,478,23.142,438428,0,75% 71% 70% 71%,8.118
binarytrees,mri,2,7,378,0.017,0,0,83% 0% 13% 14%,0.073
binarytrees,mri,2,14,378,3.885,19224,0,2% 2% 100% 2%,3.888
binarytrees,mri,2,21,378,1887.330,1558656,0,0% 26% 75% 0%,1888.938
binarytrees,gpp,3,7,945,0.005,0,0,100% 0% 0% 50%,0.013
binarytrees,gpp,3,14,945,0.050,0,0,67% 50% 33% 67%,0.023
binarytrees,gpp,3,21,945,12.004,215476,0,82% 79% 49% 59%,4.554
binarytrees,gpp,3,21,945,11.239,221500,0,69% 51% 90% 44%,4.526
binarytrees,gpp,3,21,945,11.164,221592,0,57% 48% 89% 57%,4.482
binarytrees,gpp,3,21,945,11.302,221696,0,53% 65% 90% 42%,4.600
binarytrees,gpp,3,21,945,10.800,221448,0,86% 45% 71% 45%,4.422
binarytrees,gpp,3,21,945,11.172,221560,0,81% 71% 53% 45%,4.496
binarytrees,go,4,7,654,0.005,0,0,%,0.000
binarytrees,go,4,14,654,0.421,0,0,69% 79% 83% 93%,0.135
binarytrees,go,4,21,654,112.111,416436,0,96% 95% 97% 96%,30.136
binarytrees,go,4,21,654,111.230,438712,0,97% 95% 96% 95%,29.183
binarytrees,go,4,21,654,112.023,443488,0,95% 95% 95% 95%,29.474
binarytrees,go,4,21,654,112.283,440292,0,95% 97% 94% 95%,29.495
binarytrees,go,4,21,654,110.504,471068,0,96% 95% 95% 97%,28.901
binarytrees,go,4,21,654,111.725,432692,0,95% 97% 94% 95%,29.289
binarytrees,python3,2,7,338,0.033,8,0,76% 0% 0% 28%,0.305
binarytrees,python3,2,14,338,1.409,9236,0,0% 1% 2% 100%,1.411
binarytrees,python3,2,21,338,295.070,274456,0,1% 1% 1% 100%,295.203
binarytrees,vw,3,7,959,0.253,992,0,4% 8% 88% 4%,0.264
binarytrees,vw,3,14,959,0.443,54460,0,9% 0% 98% 2%,0.439
binarytrees,vw,3,21,959,79.028,375520,0,55% 57% 72% 67%,31.709
binarytrees,vw,3,21,959,80.477,375444,0,41% 83% 59% 67%,32.476
binarytrees,vw,3,21,959,78.648,375468,0,82% 54% 68% 44%,31.850
binarytrees,vw,3,21,959,80.792,375520,0,82% 43% 68% 60%,32.211
binarytrees,vw,3,21,959,79.968,375460,0,80% 68% 34% 70%,32.072
binarytrees,vw,3,21,959,80.771,375388,0,46% 55% 83% 67%,32.506
binarytrees,yarv,2,7,378,1.090,12636,0,83% 14% 74% 17%,2.819
binarytrees,yarv,2,14,378,2.153,14696,0,64% 4% 100% 36%,1.069
binarytrees,yarv,2,21,378,157.642,440736,0,30% 85% 16% 6%,117.900
binarytrees,gnat,4,7,2107,0.006,0,0,0% 0% 100% 0%,0.017
binarytrees,gnat,4,14,2107,0.137,0,0,33% 50% 83% 43%,0.072
binarytrees,gnat,4,21,2107,27.283,202412,0,86% 78% 77% 75%,8.682
binarytrees,gnat,4,21,2107,27.174,202376,0,73% 73% 94% 80%,8.547
binarytrees,gnat,4,21,2107,27.141,202360,0,81% 93% 71% 77%,8.470
binarytrees,gnat,4,21,2107,27.588,202288,0,95% 74% 79% 79%,8.487
binarytrees,gnat,4,21,2107,27.191,202360,0,98% 72% 78% 74%,8.537
binarytrees,gnat,4,21,2107,26.928,202336,0,95% 80% 68% 77%,8.463
binarytrees,hack,3,7,425,0.445,113376,0,67% 0% 13% 21%,0.525
binarytrees,hack,3,14,425,0.570,114936,0,22% 5% 2% 78%,0.629
binarytrees,hack,3,21,425,29.985,396356,0,100% 0% 1% 1%,30.067
binarytrees,hack,3,21,425,30.144,396196,0,99% 1% 1% 0%,30.245
binarytrees,hack,3,21,425,29.919,396012,0,0% 1% 1% 99%,30.021
binarytrees,hack,3,21,425,30.308,395884,0,1% 1% 100% 1%,30.406
binarytrees,hack,3,21,425,29.993,395532,0,1% 0% 99% 1%,30.088
binarytrees,hack,3,21,425,30.161,396300,0,100% 1% 1% 0%,30.260
binarytrees,typescript,1,7,451,0.098,0,0,0% 0% 0% 86%,0.121
binarytrees,typescript,1,14,451,0.278,952,0,15% 52% 52% 8%,0.250
binarytrees,typescript,1,21,451,96.697,658608,0,67% 47% 48% 47%,46.429
binarytrees,typescript,1,21,451,96.904,630580,0,46% 46% 49% 72%,45.947
binarytrees,typescript,1,21,451,97.294,628244,0,50% 55% 61% 46%,46.007
binarytrees,typescript,1,21,451,97.421,663832,0,45% 75% 47% 45%,46.042
binarytrees,typescript,1,21,451,96.141,663676,0,46% 69% 47% 44%,46.828
binarytrees,typescript,1,21,451,96.201,652600,0,42% 50% 48% 67%,46.759
binarytrees,jruby,3,7,400,9.862,161732,0,49% 77% 50% 37%,6.085
binarytrees,jruby,3,14,400,9.902,193780,0,48% 74% 82% 62%,3.750
binarytrees,jruby,3,21,400,115.805,1791332,0,40% 23% 32% 25%,97.749
binarytrees,jruby,3,21,400,116.834,1498988,0,18% 59% 26% 14%,101.045
binarytrees,jruby,3,21,400,120.188,1838832,0,54% 14% 15% 38%,101.042
binarytrees,jruby,3,21,400,117.872,1802264,0,71% 13% 8% 28%,99.613
binarytrees,jruby,3,21,400,109.008,1513872,0,41% 26% 21% 30%,92.960
binarytrees,jruby,3,21,400,118.014,1810368,0,42% 60% 11% 8%,99.504
binarytrees,javaaot,7,7,835,0.006,0,0,100% 100% 100% 100%,0.014
binarytrees,javaaot,7,14,835,0.200,0,0,92% 82% 100% 82%,0.122
binarytrees,javaaot,7,21,835,44.696,747704,0,41% 50% 55% 53%,23.051
binarytrees,javaaot,7,21,835,45.980,681792,0,50% 46% 55% 44%,23.743
binarytrees,javaaot,7,21,835,44.848,748780,0,61% 41% 56% 38%,23.163
binarytrees,javaaot,7,21,835,43.092,651844,0,55% 67% 47% 42%,21.185
binarytrees,javaaot,7,21,835,44.448,699172,0,38% 44% 69% 47%,22.615
binarytrees,javaaot,7,21,835,45.375,843440,0,54% 55% 50% 39%,23.055
binarytrees,fsharpcore,2,7,482,0.209,0,0,0% 95% 10% 5%,0.200
binarytrees,fsharpcore,2,14,482,0.447,51008,0,2% 13% 31% 58%,0.433
binarytrees,fsharpcore,2,21,482,43.286,883700,0,24% 35% 43% 10%,39.309
binarytrees,fsharpcore,2,21,482,44.082,1030716,0,25% 33% 31% 22%,40.169
binarytrees,fsharpcore,2,21,482,43.971,883320,0,30% 34% 28% 19%,39.970
binarytrees,fsharpcore,2,21,482,44.211,926616,0,22% 37% 42% 10%,40.258
binarytrees,fsharpcore,2,21,482,43.286,953140,0,38% 31% 26% 18%,38.929
binarytrees,fsharpcore,2,21,482,43.078,894268,0,33% 30% 31% 17%,39.285
binarytrees,fsharpcore,4,7,488,0.213,0,0,0% 5% 100% 0%,0.204
binarytrees,fsharpcore,4,14,488,0.405,764,0,39% 8% 0% 68%,0.391
binarytrees,fsharpcore,4,21,488,34.813,884960,0,15% 45% 42% 11%,31.229
binarytrees,fsharpcore,4,21,488,36.399,892280,0,29% 33% 32% 21%,32.183
binarytrees,fsharpcore,4,21,488,35.481,888568,0,23% 37% 38% 16%,31.662
binarytrees,fsharpcore,4,21,488,35.180,998796,0,34% 32% 31% 17%,31.466
binarytrees,fsharpcore,4,21,488,35.263,887360,0,18% 43% 39% 23%,31.564
binarytrees,fsharpcore,4,21,488,34.744,974180,0,24% 40% 39% 11%,31.093
binarytrees,csharpcore,3,7,676,0.147,0,0,14% 50% 93% 0%,0.141
binarytrees,csharpcore,3,14,676,0.429,788,0,62% 48% 42% 50%,0.275
binarytrees,csharpcore,3,21,676,49.332,1850580,0,85% 86% 87% 85%,15.383
binarytrees,csharpcore,3,21,676,48.006,1569208,0,83% 86% 87% 80%,14.524
binarytrees,csharpcore,3,21,676,49.355,1778488,0,86% 83% 83% 82%,14.876
binarytrees,csharpcore,3,21,676,49.031,1659240,0,87% 85% 83% 85%,14.563
binarytrees,csharpcore,3,21,676,49.164,1831208,0,83% 84% 83% 86%,14.806
binarytrees,csharpcore,3,21,676,49.670,1878456,0,89% 82% 83% 83%,14.792
binarytrees,go,3,7,640,0.005,0,0,%,0.000
binarytrees,go,3,14,640,0.690,0,0,95% 94% 90% 90%,0.193
binarytrees,go,3,21,640,140.851,840444,0,99% 96% 96% 97%,36.748
binarytrees,rust,1,7,751,0.004,0,0,%,0.000
binarytrees,rust,1,14,751,0.128,0,0,40% 80% 60% 83%,0.050
binarytrees,rust,1,21,751,23.664,133428,0,78% 80% 94% 91%,6.953
binarytrees,rust,1,21,751,23.698,129516,0,76% 91% 77% 99%,6.947
binarytrees,rust,1,21,751,23.434,112944,0,99% 81% 86% 76%,6.886
binarytrees,rust,1,21,751,23.386,131472,0,94% 82% 90% 78%,6.830
binarytrees,rust,1,21,751,23.293,133352,0,86% 90% 91% 77%,6.792
binarytrees,rust,1,21,751,23.509,133324,0,75% 74% 91% 93%,7.082
binarytrees,go,9,7,508,0.004,0,0,%,0.000
binarytrees,go,9,14,508,0.361,2064,0,33% 41% 23% 34%,0.293
binarytrees,go,9,21,508,98.403,226220,0,43% 47% 39% 44%,57.618
binarytrees,go,9,21,508,98.984,223024,0,47% 41% 44% 41%,57.674
binarytrees,go,9,21,508,99.098,246356,0,48% 40% 41% 43%,57.830
binarytrees,go,9,21,508,99.540,243084,0,49% 44% 37% 42%,58.382
binarytrees,go,9,21,508,98.430,251144,0,46% 42% 41% 45%,56.982
binarytrees,go,9,21,508,98.272,251552,0,42% 51% 36% 44%,57.383
binarytrees,hipe,1,7,420,0.271,1692,0,42% 19% 18% 54%,0.275
binarytrees,hipe,1,14,420,0.357,1592,0,15% 14% 15% 79%,0.286
binarytrees,hipe,1,21,420,23.211,607716,0,8% 83% 1% 10%,22.954
binarytrees,hipe,1,21,420,23.154,601380,0,72% 7% 19% 5%,22.878
binarytrees,hipe,1,21,420,23.187,601884,0,9% 75% 1% 18%,22.926
binarytrees,hipe,1,21,420,23.168,601780,0,73% 22% 7% 1%,22.897
binarytrees,hipe,1,21,420,23.106,611684,0,13% 5% 84% 1%,22.843
binarytrees,hipe,1,21,420,22.979,601900,0,53% 32% 1% 17%,22.736
binarytrees,php,7,7,751,0.026,0,0,67% 0% 0% 50%,0.019
binarytrees,php,7,14,751,0.777,34040,0,63% 97% 64% 72%,0.294
binarytrees,php,7,21,751,197.198,1552064,0,92% 97% 92% 95%,117.958
binarytrees,hack,1,7,451,1.230,103052,0,47% 31% 35% 5%,9.057
binarytrees,hack,1,14,451,1.197,135708,0,2% 88% 25% 1%,1.272
binarytrees,hack,1,21,451,150.936,659368,0,79% 22% 1% 0%,151.099
binarytrees,hack,4,7,745,0.573,126744,0,8% 53% 18% 24%,0.669
binarytrees,hack,4,14,745,0.831,126712,0,25% 16% 25% 79%,0.641
binarytrees,hack,4,21,745,37.105,396336,0,73% 83% 87% 84%,11.509
binarytrees,hack,4,21,745,36.655,396120,0,71% 97% 82% 70%,11.568
binarytrees,hack,4,21,745,35.410,395592,0,69% 75% 99% 70%,11.394
binarytrees,hack,4,21,745,37.542,396136,0,86% 87% 99% 60%,11.459
binarytrees,hack,4,21,745,36.970,396464,0,81% 68% 91% 84%,11.502
binarytrees,hack,4,21,745,34.484,395992,0,75% 69% 83% 82%,11.356
binarytrees,yarv,3,7,400,0.960,9912,0,41% 78% 48% 12%,0.992
binarytrees,yarv,3,14,400,1.993,12528,0,21% 32% 54% 100%,0.991
binarytrees,yarv,3,21,400,162.946,526352,0,68% 27% 10% 32%,123.403
binarytrees,lua,2,7,412,0.007,0,0,75% 0% 0% 25%,0.078
binarytrees,lua,2,14,412,1.673,15896,0,0% 2% 2% 100%,1.676
binarytrees,lua,2,21,412,452.069,2294260,0,18% 1% 2% 82%,452.528
binarytrees,gpp,6,7,844,0.007,0,0,%,0.000
binarytrees,gpp,6,14,844,0.053,0,0,67% 100% 67% 50%,0.023
binarytrees,gpp,6,21,844,11.198,221816,0,50% 61% 49% 90%,4.517
binarytrees,gpp,6,21,844,11.375,221688,0,89% 50% 34% 74%,4.668
binarytrees,gpp,6,21,844,11.473,221736,0,54% 79% 48% 71%,4.590
binarytrees,gpp,6,21,844,12.055,221472,0,71% 55% 87% 50%,4.624
binarytrees,gpp,6,21,844,11.217,221508,0,57% 59% 90% 44%,4.564
binarytrees,gpp,6,21,844,11.239,221548,0,87% 44% 69% 50%,4.538
binarytrees,fsharpcore,6,7,611,0.160,0,0,0% 54% 54% 7%,0.143
binarytrees,fsharpcore,6,14,611,0.317,0,0,61% 21% 26% 63%,0.186
binarytrees,fsharpcore,6,21,611,29.648,1076416,0,89% 83% 84% 83%,8.811
binarytrees,fsharpcore,6,21,611,28.728,819252,0,88% 89% 87% 87%,8.268
binarytrees,fsharpcore,6,21,611,30.251,1078352,0,89% 80% 81% 80%,9.198
binarytrees,fsharpcore,6,21,611,28.128,894172,0,90% 75% 76% 86%,8.656
binarytrees,fsharpcore,6,21,611,28.068,860900,0,89% 87% 88% 91%,7.943
binarytrees,fsharpcore,6,21,611,28.124,834712,0,92% 87% 85% 91%,7.978
binarytrees,chapel,2,7,470,0.024,0,0,0% 25% 50% 25%,0.035
binarytrees,chapel,2,14,470,0.231,0,0,89% 50% 56% 80%,0.086
binarytrees,chapel,2,21,470,44.796,361820,0,100% 56% 75% 91%,13.989
binarytrees,chapel,2,21,470,44.839,361736,0,100% 56% 75% 91%,14.018
binarytrees,chapel,2,21,470,45.925,361732,0,100% 55% 80% 91%,14.163
binarytrees,chapel,2,21,470,44.864,361924,0,100% 56% 75% 91%,14.025
binarytrees,chapel,2,21,470,44.758,361832,0,100% 55% 76% 91%,13.992
binarytrees,chapel,2,21,470,44.844,361656,0,100% 56% 75% 91%,14.016
binarytrees,perl,1,7,395,0.013,8,0,3% 100% 100% 6%,0.323
binarytrees,perl,1,14,395,2.159,9044,0,0% 100% 4% 1%,2.161
binarytrees,perl,1,21,395,425.878,598812,0,100% 1% 1% 0%,426.063
binarytrees,gnat,5,7,2107,0.007,0,0,0% 0% 0% 0%,0.018
binarytrees,gnat,5,14,2107,0.146,0,0,43% 50% 50% 71%,0.069
binarytrees,gnat,5,21,2107,27.060,202292,0,70% 80% 95% 73%,8.592
binarytrees,gnat,5,21,2107,27.756,202480,0,97% 77% 71% 75%,8.717
binarytrees,gnat,5,21,2107,27.651,202200,0,75% 94% 79% 85%,8.375
binarytrees,gnat,5,21,2107,27.363,202368,0,74% 94% 76% 73%,8.667
binarytrees,gnat,5,21,2107,27.488,202144,0,89% 77% 76% 77%,8.652
binarytrees,gnat,5,21,2107,27.266,202160,0,77% 74% 70% 95%,8.673
binarytrees,ifc,2,7,1148,0.003,0,0,%,0.000
binarytrees,ifc,2,14,1148,0.093,0,0,100% 10% 0% 0%,0.095
binarytrees,ifc,2,21,1148,17.464,101988,0,1% 100% 1% 0%,17.475
binarytrees,ifc,2,21,1148,16.656,102084,0,1% 0% 0% 100%,16.666
binarytrees,ifc,2,21,1148,16.514,102004,0,1% 0% 0% 100%,16.525
binarytrees,ifc,2,21,1148,16.676,102068,0,100% 0% 0% 1%,16.685
binarytrees,ifc,2,21,1148,16.553,101992,0,100% 0% 0% 1%,16.563
binarytrees,ifc,2,21,1148,17.435,102084,0,1% 0% 0% 100%,17.445
binarytrees,csharpcore,2,7,586,0.130,0,0,0% 60% 46% 0%,0.142
binarytrees,csharpcore,2,14,586,0.244,780,0,13% 29% 13% 74%,0.233
binarytrees,csharpcore,2,21,586,20.782,818212,0,29% 33% 35% 14%,18.885
binarytrees,csharpcore,2,21,586,20.454,821188,0,31% 23% 40% 18%,18.808
binarytrees,csharpcore,2,21,586,21.337,816520,0,42% 24% 29% 17%,19.461
binarytrees,csharpcore,2,21,586,21.832,820292,0,40% 23% 27% 22%,19.795
binarytrees,csharpcore,2,21,586,21.183,816864,0,23% 32% 29% 27%,19.601
binarytrees,csharpcore,2,21,586,21.494,819736,0,56% 14% 27% 15%,19.445
binarytrees,gcc,5,7,908,0.003,0,0,%,0.000
binarytrees,gcc,5,14,908,0.233,0,0,86% 100% 63% 78%,0.077
binarytrees,gcc,5,21,908,56.418,351368,0,84% 89% 93% 84%,16.249
binarytrees,gcc,5,21,908,57.231,351368,0,96% 85% 93% 72%,16.601
binarytrees,gcc,5,21,908,56.719,351212,0,99% 91% 69% 88%,16.423
binarytrees,gcc,5,21,908,57.040,351272,0,83% 90% 86% 84%,16.720
binarytrees,gcc,5,21,908,56.143,351328,0,79% 93% 93% 83%,16.186
binarytrees,gcc,5,21,908,56.035,351336,0,92% 80% 85% 92%,16.063
binarytrees,dart,1,7,457,0.763,77580,0,82% 19% 26% 36%,1.606
binarytrees,dart,1,14,457,0.914,99924,0,45% 13% 45% 62%,0.589
binarytrees,dart,1,21,457,49.351,560500,0,30% 54% 28% 24%,37.742
binarytrees,dart,1,21,457,49.402,562008,0,24% 26% 54% 30%,37.751
binarytrees,dart,1,21,457,51.211,543932,0,35% 32% 40% 27%,38.685
binarytrees,dart,1,21,457,49.203,561348,0,59% 20% 30% 24%,37.671
binarytrees,dart,1,21,457,51.234,489612,0,32% 33% 43% 26%,38.769
binarytrees,dart,1,21,457,51.926,539972,0,33% 31% 48% 24%,39.025
binarytrees,fsharpcore,1,7,506,0.140,0,0,7% 93% 14% 0%,0.131
binarytrees,fsharpcore,1,14,506,0.326,772,0,42% 6% 3% 61%,0.311
binarytrees,fsharpcore,1,21,506,33.002,965252,0,33% 39% 36% 9%,28.542
binarytrees,fsharpcore,1,21,506,32.812,1116608,0,44% 28% 28% 17%,28.421
binarytrees,fsharpcore,1,21,506,33.102,964224,0,36% 28% 34% 19%,28.688
binarytrees,fsharpcore,1,21,506,33.188,883668,0,39% 29% 30% 20%,28.736
binarytrees,fsharpcore,1,21,506,34.299,1219920,0,36% 31% 29% 22%,29.577
binarytrees,fsharpcore,1,21,506,33.172,1179480,0,25% 35% 37% 20%,28.571
binarytrees,java,6,7,529,0.352,1068,0,35% 36% 11% 64%,0.284
binarytrees,java,6,14,529,0.490,1924,0,16% 44% 81% 27%,0.316
binarytrees,java,6,21,529,14.506,701936,0,12% 84% 22% 9%,12.012
binarytrees,java,6,21,529,14.076,720884,0,60% 12% 22% 29%,11.749
binarytrees,java,6,21,529,14.225,704996,0,53% 9% 8% 52%,11.805
binarytrees,java,6,21,529,14.786,777828,0,8% 19% 87% 11%,11.973
binarytrees,java,6,21,529,14.780,778112,0,12% 50% 49% 14%,11.940
binarytrees,java,6,21,529,14.295,703776,0,61% 11% 10% 41%,11.804
binarytrees,fsharpcore,8,7,619,0.162,0,0,29% 0% 6% 75%,0.161
binarytrees,fsharpcore,8,14,619,0.325,0,0,17% 68% 53% 21%,0.200
binarytrees,fsharpcore,8,21,619,28.446,959384,0,91% 88% 84% 86%,8.243
binarytrees,fsharpcore,8,21,619,29.961,1044848,0,88% 86% 86% 88%,8.689
binarytrees,fsharpcore,8,21,619,27.812,880776,0,93% 86% 84% 87%,8.013
binarytrees,fsharpcore,8,21,619,29.534,986012,0,90% 85% 88% 91%,8.402
binarytrees,fsharpcore,8,21,619,27.858,851004,0,92% 85% 83% 86%,8.088
binarytrees,fsharpcore,8,21,619,29.361,971248,0,85% 89% 90% 79%,8.637
binarytrees,racket,1,7,476,0.081,0,0,0% 0% 100% 0%,0.082
binarytrees,racket,1,14,476,0.219,1504,0,0% 9% 0% 96%,0.221
binarytrees,racket,1,21,476,48.920,619396,0,0% 49% 2% 51%,48.971
binarytrees,racket,1,21,476,48.977,619356,0,1% 1% 100% 0%,49.032
binarytrees,racket,1,21,476,48.969,619420,0,1% 94% 7% 0%,49.021
binarytrees,racket,1,21,476,49.240,619280,0,1% 100% 0% 1%,49.291
binarytrees,racket,1,21,476,49.016,619424,0,1% 100% 1% 1%,49.069
binarytrees,racket,1,21,476,48.978,619424,0,2% 9% 92% 1%,49.032
binarytrees,node,1,7,440,0.139,24624,0,86% 2% 1% 7%,1.456
binarytrees,node,1,14,440,0.279,912,0,92% 0% 8% 15%,0.252
binarytrees,node,1,21,440,96.558,622824,0,45% 61% 59% 47%,45.753
binarytrees,node,1,21,440,96.609,652224,0,44% 66% 54% 45%,46.603
binarytrees,node,1,21,440,96.876,633152,0,48% 50% 61% 51%,46.456
binarytrees,node,1,21,440,97.232,627712,0,75% 45% 47% 49%,45.271
binarytrees,node,1,21,440,96.404,635548,0,44% 47% 49% 72%,45.792
binarytrees,node,1,21,440,97.696,622716,0,51% 44% 47% 71%,46.247
binarytrees,rust,2,7,721,0.004,0,0,50% 0% 0% 0%,0.017
binarytrees,rust,2,14,721,0.075,0,0,75% 100% 67% 67%,0.028
binarytrees,rust,2,21,721,15.041,133460,0,90% 90% 90% 98%,4.105
binarytrees,rust,2,21,721,14.605,141760,0,90% 100% 90% 89%,3.982
binarytrees,rust,2,21,721,15.438,142152,0,99% 91% 88% 89%,4.220
binarytrees,rust,2,21,721,15.425,143796,0,90% 90% 90% 100%,4.191
binarytrees,rust,2,21,721,15.563,165920,0,100% 91% 90% 90%,4.228
binarytrees,rust,2,21,721,15.612,133416,0,96% 86% 88% 91%,4.361
binarytrees,yarv,4,7,364,2.216,9944,0,49% 32% 72% 28%,4.462
binarytrees,yarv,4,14,364,1.693,13140,0,71% 33% 77% 24%,0.843
binarytrees,yarv,4,21,364,138.270,440796,0,92% 27% 18% 8%,98.517
binarytrees,gpp,1,7,754,0.007,0,0,%,0.000
binarytrees,gpp,1,14,754,0.095,0,0,75% 67% 75% 67%,0.041
binarytrees,gpp,1,21,754,31.561,1714996,0,94% 97% 92% 93%,8.878
binarytrees,gpp,1,21,754,31.833,1659836,0,92% 94% 97% 92%,8.607
binarytrees,gpp,1,21,754,31.699,1499576,0,97% 92% 93% 92%,8.557
binarytrees,gpp,1,21,754,31.723,1864944,0,92% 97% 92% 92%,8.592
binarytrees,gpp,1,21,754,31.791,1675348,0,92% 97% 92% 93%,8.576
binarytrees,gpp,1,21,754,31.737,1727200,0,98% 92% 92% 93%,8.566
binarytrees,jruby,2,7,378,10.344,166012,0,79% 38% 37% 33%,8.684
binarytrees,jruby,2,14,378,10.860,198404,0,65% 68% 67% 80%,3.903
binarytrees,jruby,2,21,378,228.635,2334268,0,50% 42% 55% 66%,108.033
binarytrees,gcc,3,7,836,0.009,0,0,%,0.000
binarytrees,gcc,3,14,836,0.055,0,0,50% 67% 100% 50%,0.026
binarytrees,gcc,3,21,836,7.769,130516,0,82% 66% 64% 94%,2.549
binarytrees,gcc,3,21,836,7.773,129988,0,82% 65% 66% 92%,2.568
binarytrees,gcc,3,21,836,7.772,128228,0,64% 65% 92% 83%,2.589
binarytrees,gcc,3,21,836,7.805,129588,0,77% 67% 63% 98%,2.569
binarytrees,gcc,3,21,836,7.741,128936,0,61% 98% 79% 65%,2.567
binarytrees,gcc,3,21,836,7.791,129844,0,64% 93% 83% 67%,2.569
binarytrees,python3,1,7,589,0.139,10064,0,88% 1% 5% 2%,0.957
binarytrees,python3,1,14,589,1.656,50532,0,67% 78% 78% 63%,0.592
binarytrees,python3,1,21,589,333.424,448844,0,87% 90% 96% 87%,92.721
binarytrees,csharpcore,4,7,810,0.144,0,0,50% 0% 0% 54%,0.131
binarytrees,csharpcore,4,14,810,0.267,0,0,17% 61% 61% 12%,0.180
binarytrees,csharpcore,4,21,810,26.152,804268,0,85% 84% 81% 83%,7.906
binarytrees,csharpcore,4,21,810,26.917,709740,0,81% 81% 81% 83%,8.319
binarytrees,csharpcore,4,21,810,26.269,729196,0,91% 80% 83% 84%,7.813
binarytrees,csharpcore,4,21,810,27.197,770200,0,84% 82% 75% 87%,8.393
binarytrees,csharpcore,4,21,810,26.958,761116,0,81% 83% 87% 85%,8.051
binarytrees,csharpcore,4,21,810,26.442,731312,0,82% 84% 82% 82%,8.054
binarytrees,php,5,7,1040,0.032,0,0,78% 4% 0% 13%,0.235
binarytrees,php,5,14,1040,1.122,15904,0,84% 86% 83% 15%,0.421
binarytrees,php,5,21,1040,228.714,779772,0,72% 88% 77% 67%,122.336
binarytrees,swift,9,7,1001,0.021,0,0,0% 33% 0% 100%,0.022
binarytrees,swift,9,14,1001,0.108,0,0,83% 57% 33% 40%,0.055
binarytrees,swift,9,21,1001,14.641,190716,0,72% 60% 59% 91%,5.241
binarytrees,swift,9,21,1001,14.431,182452,0,58% 90% 60% 69%,5.222
binarytrees,swift,9,21,1001,14.548,182228,0,71% 60% 91% 59%,5.218
binarytrees,swift,9,21,1001,14.440,183056,0,57% 57% 100% 59%,5.322
binarytrees,swift,9,21,1001,14.598,190436,0,90% 58% 73% 61%,5.188
binarytrees,swift,9,21,1001,14.238,183256,0,100% 62% 59% 60%,5.107
binarytrees,fpascal,1,7,715,0.002,0,0,%,0.000
binarytrees,fpascal,1,14,715,0.157,0,0,20% 100% 0% 11%,0.159
binarytrees,fpascal,1,21,715,37.057,262176,0,0% 1% 0% 100%,37.087
binarytrees,fpascal,1,21,715,36.341,262180,0,0% 0% 1% 100%,36.370
binarytrees,fpascal,1,21,715,36.331,262180,0,9% 1% 1% 94%,36.361
