H. sapiens,C. elegans,D. melanogaster,C. elegans racon
80.63,83.06,82.11,83.2
80.63,83.08,82.11,83.21
80.63,83.08,82.11,83.21
80.63,83.08,82.11,83.21
80.63,83.08,82.12,83.21
80.63,83.09,82.12,83.22
80.63,83.09,82.12,83.22
80.64,83.1,82.12,83.23
80.64,83.1,82.12,83.23
80.64,83.1,82.13,83.23
80.64,83.11,82.13,83.23
80.64,83.11,82.13,83.24
80.64,83.12,82.13,83.24
80.64,83.12,82.13,83.24
80.64,83.12,82.14,83.24
80.64,83.12,82.14,83.24
80.64,83.13,82.15,83.24
80.64,83.13,82.15,83.25
80.64,83.13,82.15,83.25
80.64,83.13,82.15,83.25
80.64,83.13,82.15,83.25
80.65,83.14,82.15,83.25
80.65,83.14,82.15,83.25
80.65,83.15,82.15,83.26
80.65,83.15,82.16,83.26
80.65,83.15,82.16,83.26
80.65,83.15,82.16,83.26
80.65,83.15,82.16,83.26
80.65,83.15,82.17,83.27
80.65,83.15,82.17,83.27
80.65,83.15,82.17,83.27
80.65,83.16,82.17,83.27
80.65,83.16,82.17,83.28
80.65,83.16,82.17,83.28
80.66,83.16,82.18,83.29
80.66,83.17,82.18,83.29
80.66,83.17,82.18,83.29
80.66,83.17,82.18,83.3
80.66,83.17,82.18,83.31
80.66,83.17,82.18,83.31
80.66,83.18,82.19,83.31
80.66,83.18,82.19,83.31
80.66,83.19,82.19,83.32
80.66,83.19,82.19,83.32
80.66,83.2,82.19,83.33
80.66,83.2,82.19,83.33
80.66,83.21,82.19,83.33
80.66,83.21,82.19,83.33
80.66,83.21,82.2,83.33
80.66,83.21,82.2,83.33
80.66,83.22,82.2,83.34
80.66,83.22,82.2,83.34
80.66,83.22,82.2,83.35
80.66,83.22,82.2,83.36
80.66,83.23,82.21,83.36
80.66,83.24,82.21,83.38
80.66,83.24,82.21,83.38
80.66,83.25,82.22,83.39
80.67,83.25,82.22,83.39
80.67,83.25,82.23,83.39
80.67,83.25,82.23,83.39
80.67,83.25,82.23,83.39
80.67,83.25,82.23,83.39
80.67,83.25,82.23,83.4
80.67,83.26,82.24,83.4
80.67,83.26,82.25,83.41
80.67,83.26,82.25,83.41
80.67,83.27,82.25,83.42
80.67,83.27,82.25,83.42
80.67,83.27,82.25,83.42
80.67,83.27,82.26,83.42
80.68,83.28,82.26,83.43
80.68,83.28,82.26,83.43
80.68,83.29,82.26,83.43
80.68,83.3,82.26,83.43
80.68,83.31,82.26,83.44
80.68,83.31,82.27,83.44
80.68,83.31,82.27,83.45
80.68,83.31,82.27,83.45
80.68,83.31,82.27,83.45
80.68,83.31,82.28,83.45
80.68,83.32,82.28,83.46
80.68,83.32,82.28,83.46
80.68,83.32,82.29,83.46
80.68,83.32,82.29,83.46
80.68,83.32,82.29,83.47
80.69,83.33,82.29,83.47
80.69,83.33,82.29,83.48
80.69,83.33,82.3,83.48
80.69,83.33,82.3,83.48
80.69,83.33,82.3,83.49
80.69,83.33,82.3,83.49
80.69,83.34,82.31,83.49
80.69,83.34,82.31,83.49
80.69,83.34,82.31,83.49
80.69,83.34,82.31,83.49
80.69,83.34,82.31,83.5
80.69,83.35,82.31,83.5
80.69,83.35,82.32,83.5
80.69,83.35,82.32,83.51
80.69,83.35,82.32,83.51
80.69,83.35,82.32,83.52
80.69,83.35,82.32,83.52
80.7,83.36,82.33,83.52
80.7,83.36,82.33,83.52
80.7,83.36,82.33,83.53
80.7,83.36,82.33,83.53
80.7,83.36,82.33,83.53
80.7,83.36,82.33,83.53
80.7,83.36,82.34,83.55
80.7,83.36,82.34,83.55
80.7,83.36,82.34,83.55
80.7,83.37,82.34,83.55
80.7,83.38,82.34,83.55
80.71,83.38,82.35,83.55
80.71,83.38,82.35,83.56
80.71,83.38,82.35,83.57
80.71,83.38,82.36,83.57
80.71,83.39,82.36,83.58
80.71,83.39,82.36,83.58
80.71,83.39,82.36,83.58
80.71,83.39,82.37,83.59
80.71,83.39,82.37,83.59
80.71,83.4,82.37,83.59
80.71,83.4,82.37,83.59
80.71,83.4,82.37,83.6
80.71,83.41,82.37,83.6
80.71,83.41,82.37,83.6
80.71,83.41,82.37,83.61
80.71,83.42,82.37,83.61
80.71,83.42,82.37,83.61
80.71,83.43,82.38,83.61
80.71,83.43,82.38,83.61
80.72,83.43,82.38,83.61
80.72,83.43,82.38,83.62
80.72,83.43,82.39,83.62
80.72,83.43,82.39,83.62
80.72,83.43,82.4,83.62
80.72,83.44,82.4,83.62
80.72,83.44,82.4,83.62
80.72,83.45,82.4,83.62
80.72,83.45,82.4,83.63
80.72,83.45,82.4,83.63
80.72,83.45,82.4,83.63
80.72,83.46,82.41,83.63
80.72,83.46,82.41,83.63
80.72,83.47,82.41,83.65
80.72,83.47,82.41,83.65
80.73,83.47,82.41,83.65
80.73,83.47,82.41,83.66
80.73,83.47,82.41,83.66
80.73,83.47,82.41,83.66
80.73,83.48,82.42,83.67
80.73,83.48,82.42,83.67
80.73,83.49,82.42,83.67
80.73,83.49,82.43,83.67
80.73,83.49,82.43,83.67
80.73,83.49,82.43,83.68
80.73,83.49,82.43,83.68
80.73,83.5,82.43,83.68
80.73,83.5,82.43,83.68
80.73,83.5,82.43,83.68
80.74,83.52,82.43,83.69
80.74,83.52,82.44,83.69
80.74,83.52,82.44,83.7
80.74,83.53,82.44,83.7
80.74,83.53,82.45,83.71
80.74,83.53,82.45,83.71
80.74,83.54,82.45,83.71
80.74,83.54,82.45,83.72
80.74,83.54,82.45,83.72
80.74,83.55,82.46,83.72
80.74,83.55,82.46,83.73
80.74,83.55,82.46,83.75
80.74,83.56,82.46,83.75
80.74,83.56,82.47,83.75
80.74,83.57,82.47,83.75
80.74,83.57,82.47,83.75
80.75,83.58,82.47,83.76
80.75,83.58,82.48,83.76
80.75,83.59,82.48,83.76
80.75,83.59,82.48,83.76
80.75,83.6,82.48,83.76
80.75,83.6,82.48,83.77
80.75,83.6,82.48,83.77
80.75,83.61,82.48,83.77
80.75,83.61,82.49,83.77
80.75,83.61,82.49,83.77
80.75,83.62,82.49,83.78
80.75,83.62,82.49,83.78
80.75,83.63,82.49,83.79
80.76,83.63,82.49,83.79
80.76,83.63,82.5,83.79
80.76,83.64,82.5,83.79
80.76,83.64,82.5,83.79
80.76,83.64,82.5,83.8
80.76,83.64,82.5,83.8
80.76,83.64,82.5,83.8
80.76,83.65,82.5,83.8
80.76,83.65,82.5,83.8
80.76,83.66,82.5,83.81
80.77,83.66,82.51,83.81
80.77,83.67,82.51,83.81
80.77,83.67,82.51,83.82
80.77,83.67,82.51,83.82
80.77,83.68,82.51,83.82
80.77,83.68,82.51,83.82
80.77,83.68,82.52,83.83
80.77,83.69,82.52,83.83
80.77,83.69,82.52,83.83
80.77,83.69,82.52,83.83
80.77,83.7,82.52,83.83
80.77,83.7,82.53,83.84
80.77,83.7,82.53,83.84
80.77,83.7,82.53,83.84
80.78,83.7,82.53,83.84
80.78,83.71,82.53,83.84
80.78,83.71,82.53,83.85
80.78,83.71,82.53,83.85
80.78,83.71,82.53,83.85
80.78,83.71,82.53,83.86
80.78,83.71,82.54,83.86
80.78,83.71,82.55,83.86
80.78,83.71,82.55,83.86
80.78,83.72,82.55,83.86
80.78,83.72,82.55,83.87
80.78,83.73,82.55,83.87
80.78,83.73,82.55,83.87
80.78,83.73,82.55,83.88
80.78,83.73,82.55,83.89
80.78,83.73,82.56,83.89
80.78,83.73,82.56,83.89
80.78,83.74,82.56,83.89
80.78,83.74,82.56,83.89
80.79,83.75,82.56,83.9
80.79,83.75,82.56,83.9
80.79,83.75,82.57,83.9
80.79,83.76,82.57,83.91
80.79,83.76,82.57,83.91
80.79,83.76,82.57,83.91
80.79,83.76,82.57,83.91
80.8,83.76,82.57,83.91
80.8,83.76,82.58,83.91
80.8,83.77,82.58,83.92
80.8,83.77,82.58,83.92
80.8,83.77,82.58,83.93
80.8,83.78,82.58,83.93
80.8,83.78,82.59,83.94
80.8,83.78,82.59,83.94
80.8,83.78,82.59,83.94
80.8,83.79,82.59,83.94
80.8,83.79,82.59,83.95
80.8,83.8,82.59,83.95
80.8,83.8,82.59,83.95
80.8,83.8,82.59,83.95
80.8,83.8,82.59,83.96
80.81,83.8,82.6,83.96
80.81,83.81,82.6,83.96
80.81,83.81,82.6,83.96
80.81,83.81,82.6,83.97
80.81,83.81,82.61,83.97
80.81,83.81,82.61,83.97
80.81,83.82,82.61,83.98
80.81,83.82,82.61,83.99
80.81,83.82,82.61,83.99
80.81,83.82,82.61,83.99
80.81,83.82,82.61,83.99
80.81,83.83,82.62,84
80.81,83.83,82.63,84
80.81,83.83,82.63,84.01
80.81,83.83,82.63,84.01
80.82,83.83,82.64,84.02
80.82,83.84,82.64,84.02
80.82,83.84,82.64,84.02
80.82,83.84,82.64,84.02
80.82,83.84,82.65,84.02
80.82,83.84,82.65,84.02
80.82,83.84,82.65,84.03
80.82,83.84,82.65,84.03
80.82,83.85,82.66,84.03
80.82,83.85,82.66,84.03
80.82,83.85,82.66,84.03
80.82,83.85,82.66,84.03
80.82,83.86,82.66,84.04
80.83,83.86,82.67,84.04
80.83,83.86,82.67,84.04
80.83,83.86,82.67,84.05
80.83,83.86,82.67,84.05
80.83,83.86,82.68,84.05
80.83,83.87,82.68,84.05
80.83,83.87,82.68,84.05
80.83,83.87,82.68,84.05
80.83,83.87,82.68,84.05
80.83,83.87,82.68,84.06
80.83,83.88,82.68,84.06
80.83,83.88,82.68,84.06
80.83,83.88,82.68,84.06
80.83,83.89,82.68,84.06
80.84,83.89,82.69,84.07
80.84,83.89,82.69,84.07
80.84,83.9,82.69,84.07
80.84,83.9,82.69,84.07
80.84,83.9,82.69,84.07
80.84,83.9,82.7,84.08
80.84,83.91,82.7,84.08
80.84,83.91,82.7,84.08
80.84,83.91,82.7,84.09
80.84,83.91,82.71,84.09
80.84,83.92,82.71,84.09
80.84,83.92,82.71,84.09
80.85,83.92,82.71,84.09
80.85,83.93,82.71,84.09
80.85,83.93,82.71,84.09
80.85,83.93,82.72,84.1
80.85,83.94,82.72,84.1
80.85,83.94,82.72,84.1
80.85,83.94,82.72,84.1
80.85,83.95,82.72,84.1
80.85,83.96,82.72,84.1
80.85,83.96,82.72,84.1
80.85,83.97,82.72,84.11
80.85,83.97,82.73,84.11
80.85,83.97,82.74,84.12
80.85,83.97,82.74,84.12
80.85,83.97,82.74,84.12
80.86,83.97,82.74,84.12
80.86,83.98,82.74,84.12
80.86,83.98,82.75,84.12
80.86,83.99,82.75,84.12
80.86,83.99,82.75,84.13
80.86,83.99,82.75,84.13
80.86,84,82.76,84.13
80.86,84,82.76,84.14
80.86,84,82.76,84.14
80.86,84,82.76,84.14
80.86,84,82.76,84.14
80.87,84.01,82.76,84.15
80.87,84.01,82.77,84.15
80.87,84.01,82.77,84.15
80.87,84.02,82.77,84.16
80.87,84.03,82.77,84.16
80.87,84.03,82.77,84.17
80.87,84.03,82.77,84.17
80.87,84.03,82.78,84.17
80.87,84.04,82.78,84.17
80.87,84.04,82.78,84.17
80.87,84.05,82.78,84.17
80.87,84.05,82.78,84.17
80.87,84.05,82.78,84.17
80.87,84.06,82.78,84.17
80.88,84.06,82.79,84.18
80.88,84.06,82.79,84.18
80.88,84.07,82.79,84.18
80.88,84.07,82.79,84.18
80.88,84.07,82.8,84.18
80.88,84.07,82.8,84.18
80.88,84.07,82.8,84.19
80.88,84.08,82.8,84.19
80.88,84.08,82.81,84.19
80.88,84.09,82.81,84.19
80.88,84.09,82.81,84.19
80.88,84.09,82.81,84.2
80.88,84.09,82.81,84.2
80.88,84.1,82.82,84.2
80.88,84.1,82.82,84.2
80.88,84.11,82.82,84.2
80.88,84.11,82.82,84.21
80.89,84.11,82.82,84.22
80.89,84.11,82.82,84.22
80.89,84.11,82.83,84.23
80.89,84.11,82.83,84.23
80.89,84.12,82.83,84.23
80.89,84.12,82.83,84.23
80.89,84.12,82.84,84.23
80.89,84.13,82.84,84.23
80.89,84.13,82.84,84.24
80.89,84.13,82.85,84.24
80.89,84.14,82.85,84.24
80.89,84.15,82.85,84.25
80.89,84.15,82.85,84.25
80.89,84.15,82.85,84.26
80.89,84.16,82.85,84.26
80.89,84.16,82.86,84.27
80.89,84.16,82.86,84.27
80.89,84.16,82.86,84.27
80.89,84.16,82.86,84.28
80.89,84.16,82.86,84.28
80.89,84.16,82.86,84.28
80.89,84.16,82.86,84.28
80.89,84.16,82.86,84.28
80.89,84.16,82.87,84.28
80.9,84.17,82.87,84.29
80.9,84.17,82.87,84.29
80.9,84.18,82.87,84.29
80.9,84.18,82.87,84.29
80.9,84.18,82.87,84.3
80.9,84.18,82.87,84.3
80.9,84.19,82.88,84.31
80.9,84.19,82.88,84.31
80.9,84.19,82.88,84.31
80.9,84.19,82.88,84.32
80.9,84.19,82.88,84.32
80.9,84.19,82.89,84.32
80.9,84.19,82.89,84.32
80.9,84.2,82.89,84.32
80.9,84.2,82.89,84.33
80.9,84.2,82.9,84.34
80.91,84.2,82.9,84.34
80.91,84.2,82.9,84.34
80.91,84.2,82.9,84.34
80.91,84.2,82.9,84.34
80.91,84.21,82.9,84.35
80.91,84.22,82.91,84.35
80.91,84.22,82.91,84.35
80.91,84.22,82.91,84.36
80.91,84.22,82.91,84.36
80.91,84.22,82.91,84.36
80.91,84.22,82.91,84.37
80.91,84.22,82.92,84.37
80.92,84.23,82.92,84.37
80.92,84.23,82.92,84.37
80.92,84.23,82.92,84.37
80.92,84.24,82.92,84.38
80.92,84.25,82.93,84.38
80.92,84.25,82.93,84.39
80.92,84.25,82.93,84.39
80.92,84.25,82.94,84.39
80.92,84.25,82.94,84.4
80.92,84.25,82.94,84.4
80.92,84.26,82.94,84.4
80.92,84.27,82.94,84.4
80.92,84.27,82.94,84.41
80.93,84.27,82.94,84.41
80.93,84.28,82.94,84.41
80.93,84.28,82.95,84.41
80.93,84.28,82.95,84.42
80.93,84.28,82.95,84.42
80.93,84.29,82.95,84.42
80.93,84.29,82.96,84.42
80.93,84.3,82.96,84.43
80.93,84.3,82.96,84.43
80.93,84.3,82.96,84.43
80.93,84.31,82.96,84.43
80.93,84.31,82.96,84.43
80.94,84.31,82.96,84.43
80.94,84.32,82.96,84.44
80.94,84.32,82.97,84.44
80.94,84.32,82.97,84.44
80.94,84.32,82.98,84.45
80.94,84.32,82.99,84.45
80.94,84.32,82.99,84.46
80.94,84.33,82.99,84.46
80.94,84.33,82.99,84.46
80.94,84.34,83,84.46
80.94,84.34,83,84.46
80.94,84.34,83.01,84.46
80.94,84.34,83.01,84.47
80.94,84.34,83.01,84.47
80.94,84.34,83.01,84.47
80.94,84.35,83.01,84.47
80.94,84.35,83.02,84.48
80.94,84.35,83.02,84.48
80.94,84.36,83.02,84.48
80.94,84.36,83.02,84.48
80.94,84.36,83.02,84.49
80.94,84.36,83.02,84.49
80.94,84.36,83.03,84.49
80.94,84.36,83.03,84.49
80.94,84.37,83.03,84.5
80.95,84.37,83.04,84.5
80.95,84.37,83.04,84.51
80.95,84.37,83.04,84.51
80.95,84.38,83.04,84.51
80.95,84.38,83.04,84.51
80.95,84.38,83.05,84.51
80.95,84.38,83.05,84.51
80.95,84.38,83.05,84.52
80.95,84.38,83.05,84.53
80.95,84.38,83.06,84.53
80.95,84.39,83.06,84.55
80.95,84.39,83.06,84.55
80.95,84.39,83.06,84.56
80.95,84.39,83.06,84.56
80.95,84.4,83.06,84.57
80.96,84.4,83.06,84.57
80.96,84.4,83.06,84.57
80.96,84.41,83.06,84.57
80.96,84.41,83.07,84.57
80.96,84.41,83.07,84.58
80.96,84.42,83.07,84.59
80.96,84.42,83.07,84.59
80.96,84.42,83.07,84.59
80.96,84.43,83.08,84.59
80.96,84.43,83.08,84.59
80.96,84.43,83.08,84.6
80.96,84.43,83.08,84.6
80.96,84.44,83.08,84.6
80.96,84.44,83.09,84.6
80.96,84.44,83.09,84.61
80.96,84.45,83.1,84.61
80.96,84.45,83.1,84.61
80.96,84.45,83.1,84.61
80.96,84.46,83.1,84.61
80.96,84.46,83.11,84.61
80.96,84.47,83.11,84.62
80.97,84.47,83.11,84.62
80.97,84.47,83.12,84.62
80.97,84.47,83.12,84.62
80.97,84.47,83.12,84.62
80.97,84.47,83.12,84.62
80.97,84.48,83.13,84.62
80.97,84.48,83.13,84.62
80.97,84.48,83.13,84.62
80.97,84.48,83.13,84.63
80.97,84.48,83.13,84.63
80.97,84.49,83.13,84.63
80.97,84.49,83.13,84.64
80.97,84.49,83.14,84.64
80.97,84.49,83.14,84.65
80.97,84.49,83.14,84.65
80.97,84.49,83.15,84.66
80.97,84.5,83.15,84.66
80.97,84.5,83.15,84.66
80.97,84.5,83.15,84.67
80.97,84.51,83.15,84.67
80.97,84.51,83.16,84.67
80.98,84.51,83.16,84.67
80.98,84.51,83.16,84.67
80.98,84.52,83.17,84.67
80.98,84.52,83.17,84.67
80.98,84.53,83.17,84.68
80.98,84.53,83.17,84.68
80.98,84.53,83.17,84.68
80.98,84.53,83.17,84.68
80.98,84.53,83.17,84.68
80.98,84.53,83.17,84.68
80.98,84.54,83.17,84.68
80.98,84.54,83.17,84.69
80.98,84.54,83.17,84.69
80.98,84.54,83.17,84.69
80.98,84.54,83.18,84.69
80.99,84.54,83.18,84.69
80.99,84.55,83.18,84.7
80.99,84.55,83.19,84.7
80.99,84.56,83.19,84.7
80.99,84.56,83.19,84.71
80.99,84.56,83.19,84.71
80.99,84.56,83.19,84.71
80.99,84.56,83.2,84.71
80.99,84.57,83.2,84.71
80.99,84.57,83.21,84.72
80.99,84.57,83.21,84.72
80.99,84.57,83.21,84.72
80.99,84.58,83.21,84.72
80.99,84.58,83.21,84.73
80.99,84.58,83.21,84.73
80.99,84.58,83.21,84.73
80.99,84.58,83.22,84.73
80.99,84.59,83.22,84.73
80.99,84.59,83.22,84.74
80.99,84.6,83.22,84.74
80.99,84.6,83.22,84.74
80.99,84.6,83.23,84.74
81,84.6,83.23,84.74
81,84.6,83.23,84.75
81,84.6,83.23,84.75
81,84.61,83.23,84.75
81,84.61,83.23,84.76
81,84.61,83.24,84.76
81,84.61,83.24,84.76
81,84.61,83.24,84.76
81,84.61,83.24,84.77
81,84.61,83.24,84.77
81,84.62,83.25,84.77
81.01,84.62,83.25,84.78
81.01,84.62,83.25,84.78
81.01,84.62,83.25,84.78
81.01,84.62,83.25,84.79
81.01,84.62,83.25,84.79
81.01,84.62,83.25,84.79
81.01,84.62,83.25,84.79
81.01,84.63,83.26,84.79
81.01,84.63,83.26,84.79
81.01,84.63,83.26,84.79
81.01,84.64,83.26,84.79
81.01,84.64,83.26,84.79
81.02,84.64,83.26,84.8
81.02,84.65,83.26,84.8
81.02,84.65,83.27,84.8
81.02,84.65,83.27,84.8
81.02,84.66,83.27,84.8
81.02,84.66,83.27,84.8
81.02,84.66,83.28,84.81
81.02,84.66,83.28,84.81
81.02,84.66,83.28,84.81
81.03,84.66,83.28,84.82
81.03,84.66,83.28,84.82
81.03,84.67,83.29,84.82
81.03,84.67,83.29,84.83
81.03,84.67,83.29,84.83
81.03,84.67,83.29,84.83
81.03,84.67,83.29,84.83
81.03,84.67,83.29,84.83
81.03,84.67,83.3,84.84
81.03,84.67,83.3,84.84
81.03,84.68,83.3,84.84
81.03,84.68,83.3,84.84
81.03,84.68,83.3,84.85
81.03,84.68,83.3,84.85
81.03,84.68,83.3,84.85
81.03,84.68,83.3,84.85
81.03,84.68,83.3,84.85
81.03,84.69,83.31,84.85
81.03,84.69,83.31,84.85
81.04,84.69,83.31,84.86
81.04,84.69,83.31,84.86
81.04,84.69,83.31,84.86
81.04,84.7,83.32,84.86
81.04,84.71,83.32,84.87
81.04,84.71,83.32,84.87
81.04,84.71,83.33,84.88
81.04,84.72,83.33,84.88
81.04,84.72,83.33,84.88
81.04,84.72,83.33,84.88
81.04,84.73,83.33,84.88
81.04,84.73,83.33,84.89
81.04,84.73,83.34,84.89
81.04,84.73,83.35,84.9
81.04,84.73,83.35,84.9
81.05,84.74,83.35,84.9
81.05,84.75,83.35,84.91
81.05,84.75,83.35,84.92
81.05,84.75,83.35,84.92
81.05,84.75,83.35,84.92
81.05,84.76,83.35,84.93
81.05,84.76,83.35,84.93
81.05,84.76,83.36,84.93
81.05,84.76,83.36,84.93
81.05,84.77,83.36,84.93
81.05,84.78,83.36,84.93
81.05,84.78,83.36,84.94
81.05,84.78,83.36,84.94
81.05,84.78,83.36,84.94
81.05,84.78,83.37,84.94
81.05,84.79,83.37,84.95
81.05,84.79,83.37,84.95
81.06,84.8,83.37,84.95
81.06,84.8,83.37,84.95
81.06,84.8,83.37,84.95
81.06,84.8,83.37,84.96
81.06,84.81,83.37,84.97
81.06,84.81,83.37,84.97
81.06,84.81,83.38,84.97
81.06,84.81,83.38,84.97
81.06,84.81,83.38,84.97
81.06,84.81,83.38,84.98
81.06,84.82,83.38,84.98
81.06,84.82,83.38,84.98
81.06,84.82,83.39,84.98
81.06,84.82,83.39,84.98
81.06,84.82,83.39,84.99
81.06,84.82,83.39,84.99
81.06,84.82,83.39,85
81.06,84.83,83.39,85
81.07,84.83,83.4,85
81.07,84.83,83.4,85
81.07,84.83,83.4,85.01
81.07,84.84,83.4,85.01
81.07,84.84,83.4,85.02
81.07,84.84,83.4,85.02
81.07,84.84,83.4,85.02
81.07,84.84,83.4,85.02
81.07,84.84,83.4,85.02
81.07,84.85,83.41,85.02
81.08,84.85,83.41,85.02
81.08,84.85,83.41,85.03
81.08,84.85,83.42,85.03
81.08,84.86,83.42,85.04
81.08,84.86,83.42,85.04
81.08,84.86,83.42,85.04
81.08,84.86,83.43,85.04
81.08,84.87,83.43,85.05
81.08,84.87,83.43,85.05
81.08,84.87,83.43,85.05
81.08,84.87,83.43,85.06
81.08,84.88,83.43,85.06
81.08,84.88,83.44,85.07
81.08,84.88,83.44,85.07
81.08,84.88,83.44,85.07
81.09,84.88,83.44,85.07
81.09,84.88,83.45,85.08
81.09,84.89,83.45,85.08
81.09,84.89,83.45,85.09
81.09,84.89,83.45,85.09
81.09,84.89,83.45,85.09
81.09,84.89,83.45,85.09
81.09,84.9,83.45,85.09
81.09,84.9,83.45,85.1
81.09,84.91,83.46,85.1
81.09,84.91,83.46,85.1
81.09,84.92,83.46,85.1
81.09,84.92,83.46,85.1
81.09,84.92,83.46,85.1
81.09,84.93,83.46,85.1
81.09,84.93,83.46,85.11
81.09,84.94,83.46,85.11
81.09,84.94,83.46,85.12
81.09,84.94,83.46,85.12
81.09,84.95,83.47,85.12
81.09,84.95,83.47,85.12
81.09,84.95,83.47,85.12
81.09,84.95,83.48,85.12
81.1,84.96,83.48,85.12
81.1,84.96,83.48,85.13
81.1,84.96,83.48,85.13
81.1,84.96,83.48,85.13
81.1,84.97,83.48,85.13
81.1,84.97,83.48,85.13
81.1,84.98,83.49,85.13
81.1,84.98,83.49,85.14
81.1,84.98,83.49,85.14
81.1,84.99,83.49,85.14
81.1,84.99,83.49,85.14
81.1,84.99,83.49,85.14
81.1,84.99,83.49,85.14
81.1,85,83.49,85.14
81.1,85,83.49,85.15
81.1,85.01,83.49,85.15
81.11,85.01,83.49,85.15
81.11,85.01,83.49,85.15
81.11,85.01,83.5,85.15
81.11,85.01,83.5,85.15
81.11,85.01,83.5,85.16
81.11,85.01,83.5,85.16
81.11,85.01,83.5,85.16
81.11,85.01,83.5,85.16
81.11,85.01,83.51,85.17
81.11,85.01,83.51,85.17
81.11,85.02,83.51,85.17
81.11,85.02,83.51,85.17
81.12,85.02,83.51,85.17
81.12,85.02,83.51,85.18
81.12,85.02,83.52,85.18
81.12,85.02,83.52,85.18
81.12,85.02,83.52,85.18
81.12,85.03,83.53,85.18
81.12,85.03,83.53,85.18
81.12,85.03,83.53,85.19
81.12,85.03,83.53,85.19
81.12,85.03,83.53,85.19
81.13,85.03,83.54,85.19
81.13,85.04,83.54,85.19
81.13,85.04,83.54,85.19
81.13,85.04,83.54,85.2
81.13,85.04,83.54,85.2
81.13,85.04,83.54,85.2
81.13,85.05,83.54,85.2
81.13,85.05,83.54,85.2
81.13,85.05,83.54,85.2
81.13,85.05,83.54,85.21
81.13,85.05,83.54,85.21
81.13,85.05,83.54,85.21
81.13,85.06,83.55,85.21
81.13,85.06,83.55,85.21
81.13,85.06,83.55,85.21
81.13,85.06,83.55,85.22
81.13,85.07,83.56,85.22
81.13,85.07,83.56,85.22
81.14,85.07,83.56,85.22
81.14,85.07,83.56,85.22
81.14,85.07,83.56,85.23
81.14,85.08,83.57,85.23
81.14,85.08,83.57,85.23
81.14,85.08,83.57,85.23
81.14,85.08,83.57,85.23
81.14,85.09,83.57,85.24
81.14,85.09,83.57,85.24
81.14,85.09,83.57,85.24
81.14,85.09,83.58,85.24
81.14,85.09,83.58,85.24
81.14,85.09,83.58,85.24
81.14,85.1,83.59,85.25
81.15,85.1,83.59,85.25
81.15,85.1,83.59,85.26
81.15,85.1,83.59,85.26
81.15,85.11,83.59,85.26
81.15,85.11,83.6,85.26
81.15,85.11,83.6,85.27
81.15,85.12,83.6,85.27
81.15,85.12,83.6,85.27
81.15,85.12,83.6,85.27
81.15,85.12,83.6,85.28
81.15,85.12,83.61,85.28
81.15,85.13,83.61,85.28
81.15,85.13,83.61,85.28
81.15,85.14,83.62,85.28
81.15,85.14,83.62,85.29
81.15,85.14,83.62,85.29
81.15,85.15,83.62,85.29
81.15,85.16,83.63,85.29
81.15,85.16,83.63,85.29
81.16,85.16,83.63,85.29
81.16,85.16,83.63,85.29
81.16,85.16,83.63,85.3
81.16,85.17,83.64,85.3
81.16,85.17,83.64,85.3
81.16,85.17,83.64,85.31
81.16,85.17,83.64,85.31
81.16,85.18,83.64,85.32
81.16,85.18,83.64,85.32
81.16,85.18,83.64,85.32
81.16,85.18,83.65,85.32
81.16,85.18,83.65,85.32
81.16,85.18,83.65,85.32
81.16,85.19,83.65,85.33
81.16,85.19,83.65,85.33
81.17,85.19,83.66,85.33
81.17,85.19,83.66,85.33
81.17,85.2,83.66,85.33
81.17,85.2,83.67,85.33
81.17,85.21,83.67,85.34
81.17,85.21,83.67,85.34
81.17,85.21,83.67,85.34
81.17,85.21,83.67,85.34
81.17,85.22,83.67,85.35
81.17,85.22,83.68,85.35
81.17,85.22,83.68,85.36
81.17,85.22,83.68,85.36
81.18,85.22,83.68,85.36
81.18,85.23,83.68,85.36
81.18,85.23,83.68,85.36
81.18,85.23,83.68,85.36
81.18,85.23,83.69,85.37
81.18,85.24,83.69,85.37
81.18,85.24,83.69,85.37
81.18,85.24,83.7,85.38
81.18,85.24,83.7,85.38
81.18,85.24,83.7,85.38
81.19,85.24,83.7,85.38
81.19,85.25,83.7,85.38
81.19,85.25,83.7,85.39
81.19,85.25,83.71,85.39
81.19,85.26,83.71,85.39
81.19,85.26,83.71,85.4
81.19,85.26,83.71,85.4
81.2,85.26,83.71,85.4
81.2,85.26,83.72,85.4
81.2,85.27,83.72,85.4
81.2,85.27,83.72,85.4
81.2,85.27,83.72,85.41
81.2,85.27,83.72,85.41
81.2,85.27,83.72,85.41
81.2,85.27,83.72,85.41
81.2,85.28,83.72,85.41
81.2,85.28,83.72,85.41
81.2,85.28,83.72,85.42
81.2,85.29,83.72,85.42
81.2,85.29,83.73,85.42
81.2,85.29,83.73,85.42
81.21,85.29,83.73,85.42
81.21,85.3,83.73,85.42
81.21,85.3,83.73,85.43
81.21,85.3,83.73,85.43
81.21,85.3,83.73,85.43
81.21,85.31,83.74,85.43
81.21,85.31,83.74,85.43
81.21,85.31,83.74,85.43
81.21,85.31,83.74,85.43
81.21,85.31,83.74,85.44
81.21,85.31,83.74,85.44
81.21,85.31,83.74,85.44
81.21,85.32,83.74,85.44
81.21,85.33,83.74,85.44
81.21,85.33,83.75,85.45
81.22,85.33,83.75,85.45
81.22,85.33,83.75,85.45
