H. sapiens,C. elegans,D. melanogaster,C. elegans racon
80,80,80,80
80,80,80,80
80,80.01,80,80
80,80.01,80,80.01
80,80.02,80,80.02
80,80.02,80,80.02
80,80.03,80,80.03
80,80.03,80.01,80.03
80,80.04,80.01,80.03
80,80.04,80.01,80.04
80,80.05,80.02,80.04
80,80.06,80.02,80.05
80,80.06,80.02,80.05
80.01,80.07,80.02,80.06
80.01,80.07,80.02,80.06
80.01,80.08,80.03,80.07
80.01,80.08,80.03,80.08
80.01,80.09,80.03,80.08
80.01,80.09,80.04,80.09
80.01,80.09,80.04,80.1
80.01,80.1,80.04,80.11
80.01,80.1,80.05,80.11
80.01,80.1,80.05,80.11
80.02,80.1,80.05,80.12
80.02,80.11,80.05,80.12
80.02,80.11,80.06,80.13
80.02,80.12,80.06,80.13
80.02,80.12,80.07,80.13
80.02,80.14,80.07,80.14
80.02,80.14,80.07,80.14
80.02,80.15,80.08,80.14
80.02,80.15,80.08,80.14
80.02,80.15,80.08,80.14
80.02,80.15,80.09,80.16
80.02,80.15,80.09,80.17
80.02,80.16,80.09,80.17
80.02,80.16,80.09,80.17
80.02,80.16,80.09,80.17
80.03,80.17,80.09,80.17
80.03,80.17,80.09,80.18
80.03,80.17,80.09,80.18
80.03,80.18,80.1,80.18
80.03,80.18,80.1,80.18
80.03,80.18,80.11,80.18
80.03,80.18,80.11,80.19
80.03,80.18,80.11,80.19
80.03,80.19,80.11,80.19
80.03,80.19,80.11,80.2
80.03,80.19,80.12,80.2
80.03,80.19,80.12,80.2
80.03,80.19,80.12,80.2
80.04,80.2,80.12,80.21
80.04,80.2,80.13,80.22
80.04,80.2,80.13,80.22
80.04,80.21,80.13,80.22
80.04,80.22,80.13,80.22
80.04,80.22,80.14,80.22
80.04,80.22,80.14,80.24
80.04,80.23,80.15,80.25
80.04,80.24,80.15,80.25
80.04,80.24,80.15,80.25
80.04,80.24,80.15,80.25
80.04,80.25,80.15,80.25
80.04,80.25,80.15,80.26
80.04,80.25,80.16,80.26
80.04,80.25,80.17,80.27
80.04,80.25,80.17,80.27
80.04,80.26,80.17,80.27
80.05,80.27,80.17,80.27
80.05,80.27,80.17,80.28
80.05,80.27,80.17,80.28
80.05,80.27,80.18,80.29
80.05,80.29,80.18,80.29
80.05,80.29,80.19,80.3
80.05,80.29,80.19,80.3
80.05,80.3,80.19,80.3
80.06,80.31,80.19,80.3
80.06,80.31,80.19,80.31
80.06,80.31,80.2,80.31
80.06,80.32,80.2,80.32
80.06,80.32,80.2,80.32
80.06,80.32,80.2,80.32
80.06,80.32,80.2,80.32
80.06,80.32,80.22,80.33
80.06,80.32,80.22,80.33
80.06,80.32,80.22,80.33
80.06,80.33,80.22,80.34
80.07,80.34,80.22,80.34
80.07,80.34,80.22,80.34
80.07,80.34,80.22,80.34
80.07,80.34,80.22,80.35
80.07,80.35,80.23,80.35
80.07,80.35,80.23,80.35
80.07,80.36,80.23,80.35
80.07,80.37,80.24,80.35
80.07,80.39,80.24,80.35
80.07,80.39,80.24,80.36
80.07,80.4,80.24,80.36
80.08,80.4,80.24,80.36
80.08,80.4,80.24,80.36
80.08,80.41,80.25,80.38
80.08,80.42,80.26,80.38
80.08,80.42,80.26,80.39
80.08,80.43,80.26,80.4
80.08,80.43,80.26,80.4
80.08,80.43,80.27,80.4
80.08,80.43,80.27,80.4
80.09,80.44,80.27,80.4
80.09,80.45,80.27,80.41
80.09,80.45,80.28,80.42
80.09,80.45,80.28,80.43
80.09,80.46,80.28,80.44
80.09,80.46,80.28,80.44
80.09,80.46,80.28,80.45
80.09,80.46,80.29,80.46
80.09,80.47,80.29,80.47
80.09,80.47,80.29,80.47
80.09,80.47,80.29,80.48
80.09,80.47,80.29,80.48
80.09,80.47,80.29,80.48
80.09,80.47,80.29,80.48
80.09,80.48,80.29,80.48
80.09,80.48,80.3,80.49
80.1,80.48,80.3,80.49
80.1,80.48,80.3,80.49
80.1,80.48,80.3,80.5
80.1,80.49,80.3,80.5
80.1,80.5,80.31,80.51
80.1,80.5,80.31,80.51
80.1,80.5,80.31,80.52
80.1,80.5,80.31,80.52
80.1,80.52,80.31,80.52
80.1,80.53,80.31,80.52
80.1,80.53,80.31,80.53
80.1,80.53,80.31,80.53
80.1,80.54,80.31,80.53
80.1,80.54,80.31,80.54
80.1,80.55,80.32,80.55
80.1,80.55,80.32,80.55
80.1,80.55,80.32,80.55
80.1,80.55,80.32,80.55
80.1,80.56,80.32,80.56
80.11,80.56,80.33,80.56
80.11,80.57,80.33,80.56
80.11,80.57,80.33,80.57
80.11,80.58,80.33,80.57
80.11,80.58,80.33,80.58
80.11,80.58,80.33,80.58
80.11,80.59,80.33,80.58
80.11,80.59,80.34,80.59
80.11,80.6,80.34,80.6
80.11,80.6,80.36,80.6
80.11,80.61,80.36,80.6
80.11,80.61,80.36,80.6
80.11,80.62,80.37,80.61
80.12,80.62,80.37,80.61
80.12,80.62,80.38,80.62
80.12,80.62,80.38,80.63
80.12,80.62,80.38,80.63
80.12,80.64,80.39,80.63
80.12,80.64,80.39,80.64
80.12,80.64,80.39,80.64
80.12,80.65,80.39,80.65
80.12,80.66,80.4,80.66
80.13,80.67,80.4,80.68
80.13,80.67,80.4,80.68
80.13,80.67,80.4,80.68
80.13,80.68,80.41,80.69
80.13,80.68,80.41,80.69
80.13,80.68,80.41,80.7
80.13,80.69,80.41,80.7
80.13,80.69,80.42,80.71
80.13,80.7,80.42,80.72
80.14,80.7,80.42,80.73
80.14,80.7,80.42,80.74
80.14,80.71,80.43,80.74
80.14,80.71,80.44,80.74
80.14,80.72,80.45,80.74
80.14,80.72,80.45,80.75
80.14,80.72,80.45,80.75
80.14,80.72,80.45,80.76
80.14,80.72,80.46,80.76
80.14,80.72,80.46,80.77
80.14,80.73,80.47,80.77
80.14,80.73,80.47,80.77
80.14,80.73,80.47,80.77
80.14,80.74,80.47,80.78
80.14,80.74,80.48,80.79
80.15,80.74,80.48,80.79
80.15,80.74,80.48,80.79
80.15,80.74,80.48,80.79
80.15,80.74,80.48,80.8
80.15,80.74,80.49,80.8
80.15,80.75,80.49,80.81
80.15,80.75,80.49,80.81
80.15,80.75,80.5,80.81
80.15,80.75,80.5,80.82
80.15,80.76,80.5,80.82
80.15,80.76,80.51,80.82
80.16,80.77,80.51,80.83
80.16,80.79,80.52,80.83
80.16,80.79,80.52,80.83
80.16,80.79,80.52,80.83
80.16,80.79,80.52,80.84
80.16,80.79,80.52,80.85
80.16,80.79,80.52,80.85
80.16,80.8,80.52,80.86
80.16,80.8,80.52,80.86
80.16,80.81,80.52,80.86
80.16,80.81,80.53,80.87
80.16,80.81,80.53,80.87
80.16,80.82,80.53,80.88
80.17,80.83,80.54,80.88
80.17,80.83,80.54,80.88
80.17,80.83,80.54,80.88
80.17,80.83,80.54,80.9
80.17,80.83,80.54,80.9
80.17,80.84,80.55,80.9
80.17,80.85,80.55,80.9
80.17,80.85,80.55,80.91
80.17,80.85,80.56,80.91
80.17,80.85,80.56,80.91
80.17,80.85,80.56,80.91
80.17,80.86,80.57,80.92
80.17,80.86,80.58,80.93
80.17,80.87,80.58,80.93
80.17,80.87,80.59,80.94
80.18,80.87,80.59,80.94
80.18,80.87,80.6,80.94
80.18,80.88,80.6,80.94
80.18,80.88,80.61,80.95
80.18,80.88,80.61,80.95
80.18,80.88,80.61,80.96
80.18,80.89,80.61,80.96
80.18,80.89,80.61,80.96
80.18,80.91,80.61,80.96
80.18,80.91,80.62,80.96
80.18,80.91,80.62,80.96
80.19,80.91,80.63,80.97
80.19,80.91,80.63,80.97
80.19,80.92,80.63,80.99
80.19,80.93,80.63,81
80.19,80.93,80.64,81
80.19,80.95,80.64,81
80.19,80.95,80.64,81
80.19,80.97,80.64,81
80.19,80.97,80.65,81.01
80.19,80.97,80.65,81.01
80.19,80.98,80.65,81.01
80.19,80.98,80.66,81.01
80.19,80.98,80.66,81.01
80.19,80.98,80.67,81.02
80.19,80.99,80.67,81.02
80.19,80.99,80.67,81.03
80.19,80.99,80.67,81.03
80.2,81,80.68,81.03
80.2,81,80.68,81.03
80.2,81,80.68,81.04
80.2,81,80.68,81.04
80.2,81,80.69,81.04
80.2,81.01,80.69,81.05
80.2,81.01,80.7,81.05
80.2,81.01,80.7,81.05
80.2,81.01,80.7,81.06
80.2,81.02,80.7,81.07
80.2,81.02,80.7,81.07
80.2,81.02,80.7,81.08
80.2,81.02,80.7,81.08
80.2,81.03,80.7,81.1
80.2,81.04,80.7,81.1
80.2,81.05,80.71,81.1
80.2,81.05,80.71,81.1
80.2,81.06,80.71,81.11
80.2,81.06,80.71,81.11
80.21,81.06,80.72,81.12
80.21,81.07,80.72,81.12
80.21,81.07,80.72,81.12
80.21,81.08,80.72,81.13
80.21,81.08,80.73,81.13
80.21,81.09,80.73,81.14
80.21,81.09,80.73,81.14
80.21,81.09,80.73,81.14
80.21,81.09,80.73,81.15
80.21,81.09,80.74,81.15
80.21,81.1,80.74,81.15
80.21,81.1,80.74,81.15
80.21,81.1,80.74,81.15
80.22,81.11,80.75,81.17
80.22,81.12,80.75,81.17
80.22,81.14,80.75,81.18
80.22,81.14,80.75,81.18
80.22,81.15,80.75,81.19
80.22,81.15,80.75,81.19
80.22,81.16,80.76,81.19
80.22,81.16,80.76,81.2
80.22,81.16,80.76,81.2
80.22,81.16,80.76,81.2
80.22,81.17,80.76,81.21
80.22,81.17,80.77,81.21
80.22,81.17,80.77,81.22
80.23,81.17,80.77,81.22
80.23,81.17,80.77,81.22
80.23,81.17,80.77,81.23
80.23,81.18,80.77,81.23
80.23,81.18,80.77,81.24
80.23,81.19,80.78,81.25
80.23,81.19,80.78,81.25
80.23,81.21,80.78,81.25
80.23,81.21,80.79,81.25
80.23,81.22,80.79,81.25
80.23,81.22,80.79,81.25
80.23,81.23,80.79,81.26
80.23,81.25,80.79,81.26
80.23,81.25,80.79,81.27
80.24,81.25,80.8,81.27
80.24,81.26,80.81,81.27
80.24,81.26,80.82,81.27
80.24,81.26,80.82,81.27
80.24,81.27,80.82,81.27
80.24,81.27,80.82,81.27
80.24,81.27,80.83,81.27
80.24,81.27,80.83,81.28
80.24,81.27,80.83,81.28
80.24,81.28,80.84,81.28
80.24,81.28,80.85,81.28
80.24,81.29,80.85,81.28
80.24,81.29,80.85,81.29
80.24,81.3,80.86,81.29
80.24,81.3,80.86,81.3
80.24,81.3,80.86,81.3
80.25,81.31,80.86,81.3
80.25,81.31,80.86,81.3
80.25,81.32,80.86,81.32
80.25,81.33,80.87,81.32
80.25,81.33,80.87,81.32
80.25,81.33,80.87,81.33
80.25,81.33,80.88,81.33
80.25,81.33,80.88,81.33
80.25,81.34,80.88,81.34
80.25,81.34,80.88,81.34
80.25,81.35,80.88,81.34
80.25,81.36,80.88,81.35
80.25,81.37,80.88,81.35
80.25,81.37,80.89,81.36
80.26,81.38,80.89,81.37
80.26,81.38,80.89,81.37
80.26,81.39,80.89,81.37
80.26,81.39,80.9,81.38
80.26,81.39,80.9,81.38
80.26,81.39,80.9,81.38
80.26,81.39,80.9,81.39
80.26,81.4,80.91,81.39
80.26,81.4,80.91,81.4
80.26,81.42,80.91,81.4
80.26,81.42,80.92,81.41
80.26,81.42,80.93,81.42
80.26,81.42,80.93,81.42
80.26,81.43,80.93,81.44
80.27,81.43,80.93,81.44
80.27,81.43,80.93,81.45
80.27,81.44,80.94,81.47
80.27,81.44,80.94,81.47
80.27,81.46,80.94,81.47
80.27,81.46,80.94,81.47
80.27,81.46,80.94,81.47
80.27,81.47,80.95,81.48
80.27,81.47,80.95,81.48
80.28,81.47,80.95,81.49
80.28,81.49,80.97,81.49
80.28,81.49,80.97,81.5
80.28,81.5,80.98,81.5
80.28,81.5,80.98,81.5
80.28,81.5,80.98,81.51
80.28,81.5,80.99,81.52
80.28,81.5,81,81.52
80.28,81.53,81,81.53
80.28,81.53,81,81.53
80.28,81.53,81,81.54
80.28,81.55,81.01,81.54
80.28,81.55,81.01,81.54
80.28,81.55,81.01,81.54
80.28,81.56,81.01,81.55
80.28,81.56,81.01,81.55
80.28,81.56,81.02,81.55
80.29,81.56,81.02,81.57
80.29,81.57,81.02,81.57
80.29,81.57,81.02,81.57
80.29,81.57,81.02,81.58
80.29,81.58,81.03,81.58
80.29,81.58,81.03,81.58
80.29,81.58,81.03,81.59
80.29,81.59,81.03,81.59
80.29,81.59,81.03,81.6
80.29,81.59,81.03,81.6
80.29,81.59,81.03,81.6
80.29,81.6,81.04,81.6
80.29,81.6,81.05,81.61
80.29,81.6,81.05,81.61
80.3,81.6,81.05,81.62
80.3,81.6,81.06,81.62
80.3,81.6,81.06,81.62
80.3,81.6,81.06,81.62
80.3,81.61,81.06,81.63
80.3,81.62,81.06,81.63
80.3,81.63,81.07,81.63
80.3,81.63,81.07,81.63
80.3,81.63,81.07,81.63
80.3,81.63,81.07,81.63
80.3,81.64,81.08,81.64
80.3,81.64,81.08,81.64
80.3,81.64,81.08,81.64
80.31,81.65,81.08,81.64
80.31,81.65,81.08,81.65
80.31,81.65,81.09,81.65
80.31,81.65,81.09,81.65
80.31,81.66,81.09,81.66
80.31,81.66,81.09,81.66
80.31,81.66,81.09,81.66
80.31,81.66,81.09,81.66
80.31,81.66,81.1,81.67
80.31,81.66,81.1,81.68
80.31,81.67,81.1,81.68
80.31,81.68,81.1,81.68
80.32,81.68,81.1,81.68
80.32,81.69,81.1,81.68
80.32,81.69,81.11,81.68
80.32,81.7,81.11,81.69
80.32,81.71,81.11,81.7
80.32,81.71,81.11,81.71
80.32,81.71,81.12,81.71
80.32,81.71,81.12,81.71
80.32,81.74,81.12,81.71
80.32,81.74,81.12,81.71
80.32,81.74,81.12,81.71
80.32,81.75,81.13,81.71
80.32,81.75,81.13,81.72
80.33,81.76,81.13,81.72
80.33,81.76,81.13,81.72
80.33,81.76,81.14,81.73
80.33,81.77,81.14,81.73
80.33,81.77,81.14,81.73
80.33,81.78,81.15,81.74
80.33,81.78,81.15,81.74
80.33,81.78,81.15,81.74
80.33,81.78,81.15,81.74
80.33,81.79,81.16,81.75
80.33,81.79,81.16,81.75
80.33,81.79,81.16,81.75
80.33,81.79,81.16,81.76
80.33,81.8,81.16,81.76
80.34,81.8,81.17,81.77
80.34,81.82,81.17,81.78
80.34,81.82,81.17,81.78
80.34,81.82,81.17,81.79
80.34,81.83,81.17,81.79
80.34,81.84,81.17,81.79
80.34,81.84,81.17,81.79
80.34,81.84,81.17,81.8
80.34,81.85,81.18,81.8
80.34,81.85,81.18,81.8
80.34,81.86,81.18,81.8
80.34,81.87,81.18,81.81
80.34,81.87,81.18,81.81
80.34,81.87,81.19,81.81
80.34,81.87,81.19,81.81
80.34,81.87,81.2,81.81
80.34,81.88,81.2,81.82
80.34,81.88,81.2,81.82
80.34,81.88,81.21,81.82
80.34,81.89,81.21,81.82
80.35,81.89,81.21,81.82
80.35,81.9,81.21,81.82
80.35,81.9,81.21,81.82
80.35,81.9,81.21,81.83
80.35,81.9,81.22,81.83
80.35,81.91,81.23,81.83
80.35,81.91,81.23,81.83
80.35,81.91,81.23,81.83
80.35,81.91,81.23,81.83
80.35,81.92,81.23,81.83
80.35,81.92,81.24,81.83
80.35,81.92,81.24,81.84
80.35,81.92,81.24,81.85
80.35,81.92,81.24,81.85
80.36,81.93,81.24,81.86
80.36,81.94,81.24,81.86
80.36,81.94,81.25,81.86
80.36,81.94,81.25,81.86
80.36,81.95,81.25,81.86
80.36,81.95,81.25,81.86
80.36,81.96,81.25,81.86
80.36,81.97,81.25,81.87
80.36,81.97,81.25,81.87
80.36,81.97,81.25,81.87
80.36,81.98,81.26,81.87
80.36,81.98,81.26,81.87
80.37,81.99,81.26,81.88
80.37,81.99,81.27,81.88
80.37,81.99,81.27,81.88
80.37,82,81.27,81.88
80.37,82,81.28,81.89
80.37,82,81.28,81.89
80.37,82.01,81.28,81.89
80.37,82.01,81.28,81.9
80.37,82.01,81.28,81.9
80.37,82.02,81.29,81.9
80.37,82.02,81.3,81.9
80.37,82.02,81.31,81.92
80.37,82.02,81.31,81.92
80.37,82.03,81.31,81.92
80.37,82.03,81.31,81.94
80.37,82.03,81.31,81.95
80.38,82.03,81.32,81.95
80.38,82.03,81.32,81.98
80.38,82.03,81.33,81.98
80.38,82.04,81.33,81.98
80.38,82.04,81.33,81.98
80.38,82.04,81.33,81.99
80.38,82.04,81.34,81.99
80.38,82.04,81.34,81.99
80.38,82.04,81.34,81.99
80.38,82.05,81.35,82
80.39,82.06,81.35,82
80.39,82.06,81.35,82
80.39,82.06,81.35,82.01
80.39,82.07,81.36,82.01
80.39,82.07,81.36,82.01
80.39,82.07,81.37,82.02
80.39,82.07,81.37,82.02
80.39,82.08,81.37,82.02
80.39,82.08,81.38,82.04
80.39,82.08,81.38,82.04
80.39,82.08,81.38,82.05
80.39,82.08,81.38,82.05
80.39,82.08,81.38,82.05
80.4,82.09,81.39,82.05
80.4,82.1,81.39,82.05
80.4,82.1,81.39,82.06
80.4,82.1,81.39,82.06
80.4,82.11,81.39,82.06
80.4,82.11,81.39,82.07
80.4,82.11,81.4,82.08
80.4,82.11,81.4,82.09
80.4,82.11,81.4,82.1
80.4,82.11,81.41,82.1
80.4,82.11,81.41,82.1
80.4,82.11,81.42,82.1
80.4,82.12,81.42,82.11
80.41,82.13,81.42,82.11
80.41,82.13,81.42,82.11
80.41,82.13,81.42,82.12
80.41,82.13,81.42,82.12
80.41,82.13,81.42,82.13
80.41,82.14,81.42,82.13
80.41,82.15,81.43,82.14
80.41,82.15,81.43,82.14
80.41,82.15,81.43,82.14
80.41,82.16,81.44,82.14
80.41,82.16,81.44,82.15
80.41,82.16,81.44,82.15
80.41,82.16,81.44,82.16
80.41,82.17,81.45,82.16
80.42,82.17,81.45,82.17
80.42,82.17,81.45,82.18
80.42,82.17,81.45,82.18
80.42,82.17,81.46,82.18
80.42,82.18,81.46,82.2
80.42,82.18,81.46,82.2
80.42,82.19,81.47,82.21
80.42,82.19,81.47,82.22
80.42,82.19,81.48,82.22
80.42,82.19,81.48,82.22
80.42,82.19,81.48,82.24
80.42,82.2,81.48,82.24
80.42,82.2,81.48,82.25
80.42,82.2,81.49,82.25
80.42,82.2,81.49,82.25
80.42,82.21,81.49,82.25
80.43,82.21,81.49,82.26
80.43,82.21,81.49,82.26
80.43,82.21,81.49,82.27
80.43,82.22,81.49,82.28
80.43,82.22,81.5,82.28
80.43,82.22,81.5,82.28
80.43,82.22,81.5,82.29
80.43,82.22,81.5,82.29
80.43,82.22,81.5,82.3
80.43,82.23,81.5,82.31
80.43,82.23,81.51,82.31
80.43,82.24,81.51,82.31
80.43,82.24,81.52,82.31
80.43,82.24,81.52,82.32
80.43,82.24,81.52,82.33
80.43,82.24,81.52,82.33
80.43,82.24,81.53,82.33
80.44,82.24,81.53,82.33
80.44,82.24,81.53,82.33
80.44,82.24,81.53,82.33
80.44,82.25,81.53,82.34
80.44,82.25,81.53,82.34
80.44,82.26,81.53,82.34
80.44,82.26,81.53,82.34
80.44,82.27,81.53,82.35
80.44,82.27,81.53,82.35
80.45,82.27,81.54,82.35
80.45,82.27,81.54,82.36
80.45,82.27,81.54,82.36
80.45,82.28,81.54,82.36
80.45,82.28,81.54,82.36
80.45,82.28,81.54,82.37
80.45,82.28,81.54,82.37
80.45,82.28,81.55,82.37
80.45,82.28,81.55,82.38
80.45,82.29,81.56,82.38
80.45,82.29,81.56,82.38
80.45,82.29,81.56,82.39
80.45,82.29,81.57,82.39
80.45,82.29,81.57,82.39
80.45,82.29,81.57,82.39
80.45,82.29,81.57,82.39
80.45,82.3,81.57,82.39
80.45,82.3,81.57,82.4
80.45,82.31,81.57,82.4
80.45,82.31,81.58,82.4
80.46,82.31,81.58,82.4
80.46,82.32,81.58,82.4
80.46,82.32,81.58,82.41
80.46,82.32,81.58,82.41
80.46,82.32,81.59,82.41
80.46,82.33,81.59,82.41
80.46,82.37,81.59,82.41
80.46,82.37,81.59,82.41
80.46,82.37,81.6,82.42
80.46,82.38,81.6,82.42
80.46,82.38,81.6,82.43
80.46,82.38,81.6,82.43
80.46,82.39,81.6,82.43
80.46,82.39,81.61,82.43
80.46,82.39,81.61,82.43
80.46,82.4,81.61,82.43
80.47,82.4,81.61,82.44
80.47,82.4,81.61,82.44
80.47,82.41,81.61,82.44
80.47,82.41,81.61,82.44
80.47,82.41,81.62,82.45
80.47,82.41,81.62,82.45
80.47,82.41,81.62,82.45
80.47,82.42,81.62,82.45
80.47,82.42,81.62,82.46
80.47,82.43,81.62,82.46
80.47,82.43,81.62,82.46
80.47,82.44,81.63,82.48
80.47,82.44,81.63,82.48
80.47,82.44,81.63,82.49
80.47,82.44,81.63,82.49
80.48,82.45,81.64,82.49
80.48,82.45,81.64,82.5
80.48,82.45,81.64,82.5
80.48,82.46,81.65,82.51
80.48,82.46,81.65,82.51
80.48,82.46,81.66,82.51
80.48,82.47,81.66,82.51
80.48,82.47,81.66,82.51
80.48,82.47,81.67,82.52
80.48,82.48,81.67,82.52
80.48,82.48,81.67,82.52
80.48,82.49,81.68,82.52
80.48,82.49,81.68,82.52
80.48,82.49,81.68,82.52
80.48,82.49,81.69,82.52
80.49,82.49,81.69,82.53
80.49,82.49,81.69,82.53
80.49,82.49,81.69,82.53
80.49,82.5,81.69,82.53
80.49,82.5,81.7,82.53
80.49,82.5,81.7,82.54
80.49,82.5,81.7,82.54
80.49,82.51,81.71,82.55
80.49,82.51,81.71,82.55
80.49,82.51,81.71,82.55
80.49,82.51,81.71,82.55
80.49,82.53,81.71,82.56
80.5,82.53,81.71,82.56
80.5,82.53,81.71,82.56
80.5,82.53,81.71,82.57
80.5,82.53,81.72,82.58
80.5,82.54,81.72,82.58
80.5,82.54,81.73,82.58
80.5,82.55,81.73,82.59
80.5,82.55,81.73,82.59
80.5,82.55,81.73,82.59
80.5,82.55,81.73,82.59
80.5,82.55,81.73,82.6
80.5,82.56,81.74,82.61
80.5,82.56,81.74,82.62
80.5,82.56,81.74,82.62
80.51,82.57,81.74,82.63
80.51,82.57,81.74,82.63
80.51,82.57,81.74,82.63
80.51,82.57,81.74,82.64
80.51,82.58,81.75,82.65
80.51,82.58,81.75,82.65
80.51,82.58,81.75,82.65
80.51,82.58,81.75,82.65
80.51,82.59,81.76,82.65
80.51,82.59,81.76,82.65
80.51,82.59,81.76,82.66
80.51,82.59,81.76,82.66
80.51,82.6,81.76,82.67
80.52,82.6,81.76,82.67
80.52,82.6,81.76,82.67
80.52,82.6,81.77,82.68
80.52,82.61,81.77,82.68
80.52,82.61,81.77,82.69
80.52,82.61,81.77,82.69
80.52,82.61,81.77,82.69
80.52,82.62,81.77,82.69
80.52,82.62,81.77,82.69
80.52,82.63,81.78,82.7
80.53,82.63,81.78,82.7
80.53,82.63,81.78,82.71
80.53,82.64,81.79,82.71
80.53,82.64,81.79,82.72
80.53,82.64,81.79,82.72
80.53,82.64,81.79,82.72
80.53,82.64,81.79,82.72
80.53,82.65,81.8,82.73
80.53,82.65,81.8,82.73
80.53,82.65,81.8,82.73
80.53,82.65,81.8,82.73
80.53,82.65,81.8,82.73
80.53,82.65,81.8,82.74
80.53,82.66,81.8,82.74
80.53,82.66,81.81,82.74
80.54,82.66,81.81,82.74
80.54,82.66,81.81,82.74
80.54,82.67,81.81,82.74
80.54,82.67,81.81,82.75
80.54,82.67,81.81,82.75
80.54,82.67,81.81,82.75
80.54,82.67,81.81,82.75
80.54,82.68,81.82,82.75
80.54,82.68,81.82,82.75
80.54,82.69,81.82,82.75
80.54,82.69,81.82,82.76
80.55,82.69,81.82,82.76
80.55,82.69,81.82,82.76
80.55,82.69,81.82,82.77
80.55,82.69,81.83,82.77
80.55,82.7,81.83,82.77
80.55,82.7,81.83,82.78
80.55,82.7,81.83,82.78
80.55,82.7,81.84,82.78
80.55,82.71,81.84,82.79
80.55,82.71,81.84,82.8
80.55,82.71,81.84,82.8
80.55,82.71,81.84,82.8
80.55,82.72,81.84,82.81
80.55,82.72,81.84,82.81
80.55,82.72,81.84,82.81
80.55,82.72,81.85,82.81
80.56,82.72,81.85,82.81
80.56,82.72,81.85,82.82
80.56,82.72,81.85,82.82
80.56,82.73,81.85,82.82
80.56,82.73,81.85,82.83
80.56,82.73,81.86,82.83
80.56,82.74,81.86,82.83
80.56,82.74,81.87,82.83
80.56,82.74,81.87,82.83
80.56,82.74,81.87,82.83
80.56,82.74,81.87,82.84
80.56,82.75,81.87,82.84
80.56,82.75,81.87,82.84
80.56,82.75,81.87,82.84
80.56,82.75,81.88,82.85
80.56,82.75,81.88,82.85
80.56,82.76,81.88,82.85
80.56,82.76,81.88,82.86
80.56,82.76,81.89,82.86
80.57,82.76,81.89,82.86
80.57,82.76,81.89,82.88
80.57,82.77,81.9,82.88
80.57,82.77,81.9,82.88
80.57,82.78,81.9,82.88
80.57,82.78,81.9,82.88
80.57,82.78,81.92,82.89
80.57,82.78,81.92,82.9
80.57,82.79,81.92,82.9
80.57,82.79,81.92,82.9
80.57,82.8,81.92,82.9
80.57,82.8,81.93,82.91
80.57,82.8,81.93,82.91
80.57,82.81,81.93,82.91
80.57,82.81,81.93,82.91
80.58,82.81,81.93,82.92
80.58,82.81,81.93,82.92
80.58,82.81,81.93,82.92
80.58,82.82,81.93,82.92
80.58,82.83,81.94,82.92
80.58,82.83,81.94,82.93
80.58,82.84,81.94,82.93
80.58,82.85,81.94,82.93
80.58,82.85,81.95,82.93
80.58,82.85,81.95,82.95
80.58,82.85,81.95,82.95
80.58,82.85,81.95,82.95
80.58,82.86,81.95,82.96
80.58,82.86,81.95,82.96
80.59,82.86,81.95,82.96
80.59,82.86,81.96,82.97
80.59,82.87,81.96,82.97
80.59,82.87,81.96,82.97
80.59,82.87,81.97,82.97
80.59,82.88,81.97,82.98
80.59,82.88,81.97,82.98
80.59,82.88,81.97,82.99
80.59,82.89,81.97,82.99
80.59,82.89,81.97,82.99
80.59,82.9,81.98,82.99
80.6,82.9,81.98,83
80.6,82.9,81.98,83
80.6,82.91,81.98,83.01
80.6,82.91,81.98,83.01
80.6,82.91,81.98,83.02
80.6,82.92,81.98,83.02
80.6,82.92,81.98,83.03
80.6,82.92,81.99,83.03
80.6,82.92,81.99,83.04
80.6,82.92,81.99,83.05
80.6,82.93,81.99,83.06
80.61,82.93,81.99,83.06
80.61,82.93,82,83.07
80.61,82.93,82,83.07
80.61,82.93,82,83.08
80.61,82.93,82,83.08
80.61,82.94,82,83.08
80.61,82.94,82,83.08
80.61,82.95,82.01,83.09
80.61,82.95,82.01,83.09
80.61,82.95,82.01,83.09
80.61,82.95,82.01,83.09
80.61,82.95,82.02,83.09
80.61,82.95,82.02,83.1
80.61,82.95,82.02,83.1
80.61,82.95,82.02,83.1
80.61,82.96,82.02,83.1
80.61,82.97,82.03,83.1
80.61,82.97,82.03,83.1
80.61,82.97,82.03,83.1
80.61,82.97,82.03,83.1
80.61,82.98,82.03,83.11
80.61,82.98,82.04,83.11
80.62,82.99,82.04,83.12
80.62,82.99,82.04,83.12
80.62,83,82.05,83.12
80.62,83,82.05,83.12
80.62,83,82.05,83.12
80.62,83,82.05,83.12
80.62,83.01,82.06,83.12
80.62,83.01,82.06,83.14
80.62,83.02,82.06,83.15
80.62,83.02,82.07,83.15
80.62,83.02,82.07,83.15
80.62,83.03,82.07,83.15
80.62,83.03,82.07,83.15
80.62,83.03,82.07,83.15
80.62,83.03,82.08,83.15
80.62,83.03,82.08,83.15
80.62,83.03,82.08,83.16
80.63,83.04,82.08,83.16
80.63,83.04,82.08,83.17
80.63,83.04,82.08,83.17
80.63,83.04,82.09,83.17
80.63,83.04,82.09,83.18
80.63,83.05,82.09,83.18
80.63,83.05,82.1,83.18
80.63,83.06,82.1,83.18
80.63,83.06,82.1,83.18
80.63,83.06,82.1,83.19
