H. sapiens,C. elegans,D. melanogaster
83.64,87.52,81.87
83.64,87.52,81.87
83.65,87.52,81.88
83.65,87.53,81.88
83.65,87.53,81.88
83.65,87.53,81.88
83.65,87.53,81.88
83.65,87.54,81.88
83.65,87.55,81.88
83.65,87.56,81.88
83.65,87.56,81.88
83.65,87.57,81.88
83.66,87.57,81.88
83.66,87.57,81.88
83.66,87.57,81.89
83.66,87.59,81.89
83.66,87.59,81.89
83.66,87.6,81.89
83.66,87.6,81.89
83.66,87.6,81.89
83.66,87.6,81.89
83.66,87.62,81.9
83.66,87.62,81.9
83.66,87.62,81.9
83.66,87.62,81.91
83.66,87.63,81.91
83.66,87.63,81.91
83.67,87.64,81.91
83.67,87.65,81.92
83.67,87.65,81.92
83.67,87.65,81.92
83.67,87.65,81.92
83.67,87.66,81.92
83.67,87.67,81.93
83.67,87.67,81.93
83.67,87.67,81.93
83.67,87.67,81.93
83.67,87.67,81.93
83.68,87.67,81.93
83.68,87.68,81.93
83.68,87.68,81.93
83.68,87.68,81.93
83.68,87.69,81.93
83.68,87.69,81.93
83.68,87.69,81.93
83.68,87.7,81.93
83.68,87.7,81.93
83.68,87.7,81.93
83.68,87.71,81.93
83.68,87.72,81.94
83.68,87.72,81.94
83.68,87.72,81.94
83.68,87.73,81.94
83.68,87.74,81.94
83.68,87.74,81.94
83.68,87.74,81.95
83.68,87.75,81.95
83.68,87.75,81.95
83.69,87.75,81.95
83.69,87.75,81.95
83.69,87.76,81.95
83.69,87.76,81.95
83.69,87.76,81.96
83.69,87.77,81.96
83.69,87.77,81.96
83.69,87.78,81.96
83.69,87.79,81.96
83.69,87.8,81.96
83.69,87.8,81.97
83.69,87.8,81.97
83.69,87.8,81.97
83.69,87.81,81.97
83.7,87.82,81.97
83.7,87.83,81.97
83.7,87.83,81.97
83.7,87.84,81.97
83.7,87.84,81.98
83.7,87.85,81.98
83.7,87.86,81.98
83.7,87.86,81.98
83.71,87.86,81.98
83.71,87.86,81.98
83.71,87.88,81.98
83.71,87.88,81.98
83.71,87.88,81.98
83.71,87.88,81.98
83.71,87.88,81.98
83.71,87.88,81.99
83.71,87.89,81.99
83.72,87.9,81.99
83.72,87.91,81.99
83.72,87.91,81.99
83.72,87.91,81.99
83.72,87.91,81.99
83.72,87.92,81.99
83.72,87.92,81.99
83.72,87.92,81.99
83.72,87.92,82
83.72,87.92,82
83.72,87.93,82
83.72,87.93,82
83.72,87.93,82
83.72,87.94,82
83.72,87.95,82
83.72,87.95,82.01
83.72,87.95,82.01
83.72,87.96,82.01
83.73,87.96,82.01
83.73,87.98,82.01
83.73,88,82.01
83.73,88,82.01
83.73,88,82.02
83.73,88,82.02
83.73,88.01,82.02
83.73,88.01,82.02
83.73,88.01,82.02
83.74,88.01,82.02
83.74,88.01,82.02
83.74,88.02,82.02
83.74,88.03,82.02
83.74,88.04,82.02
83.74,88.04,82.03
83.74,88.04,82.03
83.74,88.04,82.03
83.74,88.05,82.03
83.74,88.05,82.03
83.74,88.05,82.03
83.74,88.06,82.03
83.75,88.06,82.03
83.75,88.06,82.03
83.75,88.07,82.03
83.75,88.07,82.04
83.75,88.07,82.04
83.75,88.08,82.04
83.75,88.08,82.04
83.75,88.08,82.04
83.75,88.08,82.04
83.75,88.08,82.04
83.75,88.1,82.05
83.75,88.1,82.05
83.75,88.11,82.05
83.75,88.11,82.05
83.76,88.11,82.05
83.76,88.11,82.05
83.76,88.12,82.06
83.76,88.13,82.06
83.76,88.13,82.06
83.76,88.15,82.06
83.76,88.15,82.06
83.76,88.16,82.06
83.76,88.16,82.06
83.76,88.16,82.06
83.76,88.16,82.06
83.76,88.16,82.06
83.76,88.19,82.06
83.76,88.19,82.06
83.77,88.19,82.07
83.77,88.2,82.07
83.77,88.2,82.07
83.77,88.2,82.07
83.77,88.2,82.07
83.77,88.21,82.07
83.77,88.21,82.08
83.77,88.22,82.08
83.77,88.22,82.08
83.77,88.22,82.08
83.77,88.23,82.08
83.77,88.24,82.09
83.77,88.24,82.09
83.77,88.24,82.09
83.77,88.24,82.09
83.78,88.24,82.09
83.78,88.24,82.09
83.78,88.24,82.09
83.78,88.24,82.09
83.78,88.24,82.09
83.78,88.24,82.1
83.78,88.25,82.1
83.78,88.26,82.1
83.78,88.26,82.1
83.78,88.26,82.1
83.78,88.26,82.1
83.79,88.27,82.1
83.79,88.29,82.1
83.79,88.29,82.1
83.79,88.3,82.1
83.79,88.3,82.11
83.79,88.32,82.11
83.79,88.32,82.11
83.79,88.32,82.11
83.79,88.33,82.11
83.79,88.33,82.11
83.79,88.34,82.11
83.8,88.35,82.11
83.8,88.35,82.11
83.8,88.35,82.12
83.8,88.37,82.12
83.8,88.37,82.12
83.8,88.39,82.12
83.8,88.39,82.12
83.81,88.39,82.13
83.81,88.4,82.13
83.81,88.41,82.13
83.81,88.41,82.13
83.81,88.41,82.13
83.81,88.41,82.13
83.81,88.41,82.13
83.81,88.41,82.13
83.82,88.41,82.13
83.82,88.42,82.13
83.82,88.42,82.13
83.82,88.42,82.14
83.82,88.42,82.14
83.82,88.42,82.14
83.82,88.43,82.14
83.82,88.44,82.14
83.82,88.44,82.14
83.82,88.45,82.14
83.82,88.45,82.14
83.82,88.45,82.15
83.82,88.45,82.15
83.82,88.45,82.15
83.83,88.46,82.15
83.83,88.46,82.15
83.83,88.47,82.15
83.83,88.48,82.15
83.83,88.49,82.15
83.83,88.5,82.15
83.83,88.5,82.15
83.83,88.5,82.15
83.83,88.51,82.15
83.83,88.52,82.15
83.83,88.52,82.16
83.83,88.52,82.16
83.83,88.52,82.16
83.83,88.52,82.16
83.83,88.52,82.16
83.83,88.53,82.16
83.83,88.53,82.16
83.83,88.56,82.16
83.83,88.57,82.16
83.83,88.57,82.16
83.84,88.57,82.16
83.84,88.57,82.16
83.84,88.58,82.16
83.84,88.58,82.16
83.84,88.58,82.16
83.84,88.59,82.16
83.84,88.59,82.16
83.84,88.6,82.16
83.84,88.61,82.17
83.84,88.61,82.17
83.84,88.61,82.17
83.84,88.61,82.17
83.84,88.62,82.18
83.84,88.62,82.18
83.84,88.63,82.18
83.84,88.63,82.18
83.84,88.63,82.18
83.84,88.64,82.18
83.84,88.64,82.19
83.84,88.65,82.19
83.85,88.65,82.19
83.85,88.65,82.19
83.85,88.65,82.19
83.85,88.65,82.19
83.85,88.66,82.19
83.85,88.66,82.19
83.85,88.67,82.19
83.85,88.67,82.19
83.85,88.68,82.19
83.85,88.68,82.19
83.85,88.68,82.19
83.85,88.69,82.19
83.85,88.69,82.2
83.85,88.69,82.2
83.86,88.69,82.2
83.86,88.69,82.2
83.86,88.7,82.2
83.86,88.7,82.2
83.86,88.72,82.2
83.86,88.73,82.2
83.86,88.73,82.2
83.86,88.73,82.2
83.86,88.73,82.2
83.87,88.73,82.2
83.87,88.73,82.2
83.87,88.73,82.2
83.87,88.73,82.21
83.87,88.74,82.21
83.87,88.74,82.21
83.87,88.74,82.21
83.87,88.75,82.21
83.87,88.75,82.21
83.87,88.76,82.21
83.87,88.76,82.21
83.87,88.76,82.21
83.87,88.77,82.21
83.87,88.77,82.21
83.87,88.78,82.21
83.87,88.79,82.21
83.87,88.79,82.21
83.87,88.8,82.22
83.87,88.8,82.22
83.87,88.8,82.22
83.87,88.81,82.22
83.87,88.81,82.22
83.87,88.81,82.22
83.87,88.81,82.22
83.87,88.81,82.22
83.88,88.81,82.22
83.88,88.82,82.22
83.88,88.82,82.22
83.88,88.83,82.22
83.88,88.84,82.22
83.88,88.85,82.22
83.88,88.86,82.22
83.88,88.87,82.22
83.88,88.88,82.23
83.88,88.89,82.23
83.89,88.89,82.23
83.89,88.89,82.23
83.89,88.89,82.23
83.89,88.89,82.23
83.89,88.89,82.23
83.89,88.89,82.23
83.89,88.89,82.23
83.89,88.89,82.24
83.89,88.89,82.24
83.89,88.89,82.24
83.89,88.9,82.24
83.89,88.92,82.24
83.89,88.93,82.24
83.89,88.93,82.24
83.89,88.94,82.24
83.89,88.95,82.24
83.89,88.95,82.24
83.89,88.95,82.24
83.9,88.95,82.25
83.9,88.96,82.25
83.9,88.96,82.25
83.9,88.96,82.25
83.9,88.96,82.25
83.9,88.96,82.25
83.9,88.96,82.25
83.9,88.97,82.25
83.9,88.97,82.25
83.9,88.97,82.25
83.9,88.97,82.25
83.9,88.98,82.26
83.9,88.98,82.26
83.9,88.98,82.26
83.9,88.99,82.26
83.91,88.99,82.26
83.91,89,82.26
83.91,89,82.26
83.91,89,82.26
83.91,89,82.26
83.91,89.01,82.26
83.91,89.01,82.27
83.91,89.02,82.27
83.91,89.04,82.27
83.91,89.05,82.27
83.91,89.05,82.27
83.91,89.05,82.27
83.91,89.06,82.27
83.91,89.06,82.27
83.92,89.07,82.27
83.92,89.07,82.27
83.92,89.08,82.27
83.92,89.09,82.27
83.92,89.09,82.27
83.92,89.09,82.27
83.92,89.1,82.28
83.92,89.1,82.28
83.92,89.1,82.28
83.92,89.11,82.28
83.92,89.11,82.28
83.92,89.11,82.28
83.92,89.12,82.28
83.92,89.13,82.28
83.92,89.13,82.28
83.92,89.15,82.28
83.92,89.16,82.28
83.92,89.16,82.28
83.92,89.16,82.28
83.93,89.17,82.29
83.93,89.18,82.29
83.93,89.18,82.29
83.93,89.18,82.29
83.93,89.19,82.29
83.93,89.19,82.29
83.93,89.19,82.29
83.93,89.19,82.29
83.93,89.19,82.29
83.93,89.19,82.3
83.93,89.2,82.3
83.93,89.22,82.3
83.93,89.22,82.3
83.93,89.22,82.3
83.93,89.23,82.3
83.94,89.23,82.3
83.94,89.23,82.3
83.94,89.23,82.3
83.94,89.23,82.31
83.94,89.24,82.31
83.94,89.24,82.31
83.94,89.24,82.31
83.94,89.25,82.31
83.94,89.25,82.31
83.94,89.26,82.31
83.94,89.26,82.31
83.94,89.27,82.31
83.94,89.29,82.31
83.94,89.29,82.31
83.94,89.29,82.32
83.94,89.29,82.32
83.94,89.3,82.32
83.94,89.3,82.32
83.94,89.32,82.32
83.94,89.32,82.32
83.94,89.32,82.32
83.94,89.32,82.32
83.95,89.32,82.32
83.95,89.33,82.32
83.95,89.33,82.33
83.95,89.33,82.33
83.95,89.33,82.33
83.95,89.33,82.33
83.95,89.34,82.33
83.95,89.34,82.33
83.95,89.34,82.33
83.95,89.35,82.33
83.95,89.35,82.33
83.95,89.35,82.33
83.95,89.36,82.34
83.95,89.37,82.34
83.95,89.37,82.34
83.96,89.39,82.34
83.96,89.39,82.34
83.96,89.39,82.35
83.96,89.4,82.35
83.96,89.4,82.35
83.96,89.4,82.35
83.96,89.4,82.35
83.96,89.41,82.35
83.96,89.41,82.35
83.96,89.41,82.35
83.96,89.41,82.35
83.96,89.41,82.35
83.96,89.41,82.36
83.96,89.41,82.36
83.96,89.42,82.36
83.96,89.42,82.36
83.96,89.42,82.36
83.96,89.43,82.36
83.96,89.43,82.36
83.96,89.43,82.36
83.97,89.43,82.36
83.97,89.44,82.37
83.97,89.44,82.37
83.97,89.44,82.37
83.97,89.46,82.37
83.97,89.46,82.37
83.97,89.46,82.37
83.97,89.46,82.37
83.97,89.47,82.37
83.97,89.47,82.37
83.97,89.47,82.37
83.97,89.47,82.38
83.97,89.47,82.38
83.97,89.48,82.38
83.97,89.48,82.38
83.97,89.48,82.38
83.97,89.5,82.38
83.97,89.5,82.38
83.98,89.5,82.38
83.98,89.5,82.38
83.98,89.51,82.38
83.98,89.51,82.38
83.98,89.52,82.38
83.98,89.52,82.38
83.98,89.52,82.38
83.98,89.53,82.38
83.98,89.53,82.38
83.98,89.53,82.39
83.98,89.55,82.39
83.98,89.55,82.39
83.99,89.55,82.39
83.99,89.55,82.39
83.99,89.56,82.39
83.99,89.56,82.4
83.99,89.56,82.4
83.99,89.57,82.4
83.99,89.57,82.4
83.99,89.57,82.4
83.99,89.58,82.4
83.99,89.59,82.4
83.99,89.6,82.4
83.99,89.6,82.4
83.99,89.6,82.4
83.99,89.6,82.4
83.99,89.62,82.41
83.99,89.62,82.41
83.99,89.62,82.41
83.99,89.63,82.41
83.99,89.63,82.41
83.99,89.63,82.41
83.99,89.63,82.41
84,89.64,82.41
84,89.65,82.41
84,89.66,82.41
84,89.66,82.41
84,89.66,82.42
84,89.66,82.42
84,89.66,82.42
84,89.66,82.42
84,89.66,82.42
84,89.67,82.42
84,89.67,82.42
84,89.67,82.42
84,89.68,82.42
84,89.68,82.43
84,89.68,82.43
84,89.69,82.43
84,89.69,82.43
84,89.7,82.43
84,89.7,82.43
84,89.71,82.43
84,89.71,82.43
84,89.71,82.43
84.01,89.71,82.44
84.01,89.71,82.44
84.01,89.71,82.44
84.01,89.71,82.44
84.01,89.72,82.44
84.01,89.72,82.44
84.01,89.72,82.44
84.01,89.73,82.44
84.01,89.73,82.44
84.01,89.73,82.44
84.01,89.73,82.44
84.01,89.74,82.44
84.01,89.74,82.45
84.01,89.74,82.45
84.01,89.76,82.45
84.01,89.77,82.45
84.01,89.77,82.45
84.01,89.78,82.45
84.01,89.78,82.45
84.01,89.79,82.45
84.01,89.79,82.45
84.01,89.79,82.45
84.01,89.8,82.45
84.01,89.81,82.45
84.01,89.81,82.45
84.02,89.82,82.46
84.02,89.83,82.46
84.02,89.83,82.46
84.02,89.83,82.46
84.02,89.83,82.46
84.02,89.83,82.46
84.02,89.84,82.46
84.02,89.85,82.46
84.02,89.85,82.46
84.02,89.85,82.46
84.02,89.86,82.46
84.02,89.86,82.46
84.03,89.86,82.47
84.03,89.86,82.47
84.03,89.86,82.47
84.03,89.86,82.47
84.03,89.86,82.47
84.03,89.86,82.47
84.03,89.86,82.47
84.03,89.86,82.47
84.03,89.86,82.47
84.03,89.87,82.48
84.03,89.87,82.48
84.03,89.87,82.48
84.03,89.88,82.48
84.03,89.88,82.48
84.03,89.88,82.48
84.03,89.88,82.48
84.03,89.89,82.48
84.03,89.89,82.48
84.03,89.89,82.48
84.03,89.89,82.48
84.03,89.89,82.49
84.03,89.89,82.49
84.04,89.89,82.49
84.04,89.89,82.49
84.04,89.9,82.49
84.04,89.91,82.49
84.04,89.91,82.49
84.04,89.92,82.49
84.04,89.94,82.49
84.04,89.94,82.49
84.04,89.95,82.49
84.04,89.95,82.49
84.04,89.96,82.49
84.04,89.96,82.49
84.04,89.96,82.49
84.04,89.96,82.49
84.05,89.96,82.5
84.05,89.97,82.5
84.05,89.97,82.5
84.05,89.97,82.5
84.05,89.97,82.5
84.05,89.97,82.5
84.05,90,82.5
84.05,90,82.5
84.05,90,82.5
84.05,90,82.5
84.05,90,82.5
84.05,90,82.5
84.05,90,82.5
84.05,90,82.51
84.05,90,82.51
84.06,90.01,82.51
84.06,90.01,82.51
84.06,90.02,82.51
84.06,90.03,82.51
84.06,90.03,82.51
84.06,90.03,82.51
84.06,90.03,82.52
84.06,90.03,82.52
84.06,90.04,82.52
84.06,90.04,82.52
84.06,90.04,82.52
84.06,90.05,82.52
84.06,90.05,82.52
84.06,90.06,82.52
84.06,90.06,82.52
84.07,90.07,82.52
84.07,90.07,82.52
84.07,90.07,82.52
84.07,90.08,82.52
84.07,90.08,82.52
84.07,90.08,82.52
84.07,90.08,82.52
84.07,90.08,82.52
84.07,90.08,82.52
84.07,90.09,82.53
84.08,90.09,82.53
84.08,90.09,82.53
84.08,90.09,82.53
84.08,90.1,82.53
84.08,90.1,82.53
84.08,90.11,82.53
84.08,90.11,82.53
84.08,90.11,82.53
84.08,90.11,82.53
84.08,90.11,82.53
84.09,90.12,82.54
84.09,90.12,82.54
84.09,90.12,82.54
84.09,90.12,82.54
84.09,90.12,82.54
84.09,90.14,82.54
84.09,90.14,82.54
84.09,90.14,82.54
84.09,90.15,82.54
84.09,90.15,82.54
84.09,90.16,82.55
84.09,90.16,82.55
84.09,90.16,82.55
84.09,90.16,82.55
84.09,90.16,82.55
84.09,90.17,82.55
84.09,90.17,82.55
84.09,90.18,82.55
84.09,90.18,82.55
84.09,90.18,82.55
84.09,90.18,82.55
84.09,90.18,82.55
84.09,90.19,82.56
84.1,90.2,82.56
84.1,90.21,82.56
84.1,90.21,82.56
84.1,90.21,82.56
84.1,90.21,82.56
84.1,90.21,82.56
84.1,90.21,82.56
84.1,90.22,82.56
84.1,90.23,82.56
84.1,90.24,82.56
84.1,90.24,82.57
84.1,90.24,82.57
84.1,90.25,82.57
84.1,90.25,82.57
84.1,90.26,82.57
84.1,90.26,82.57
84.1,90.26,82.57
84.11,90.27,82.57
84.11,90.27,82.57
84.11,90.27,82.57
84.11,90.28,82.57
84.11,90.28,82.57
84.11,90.28,82.57
84.11,90.29,82.57
84.11,90.29,82.58
84.11,90.29,82.58
84.11,90.3,82.58
84.11,90.3,82.58
84.11,90.3,82.58
84.11,90.31,82.58
84.11,90.31,82.58
84.11,90.32,82.58
84.11,90.33,82.58
84.11,90.34,82.58
84.11,90.34,82.58
84.11,90.35,82.58
84.12,90.35,82.58
84.12,90.35,82.58
84.12,90.36,82.59
84.12,90.36,82.59
84.12,90.37,82.59
84.12,90.37,82.59
84.12,90.37,82.59
84.12,90.37,82.59
84.12,90.38,82.59
84.12,90.38,82.59
84.12,90.38,82.59
84.12,90.38,82.59
84.12,90.38,82.59
84.12,90.38,82.6
84.12,90.39,82.6
84.12,90.39,82.6
84.12,90.39,82.6
84.12,90.39,82.6
84.12,90.39,82.6
84.12,90.39,82.61
84.12,90.4,82.61
84.13,90.41,82.61
84.13,90.41,82.61
84.13,90.41,82.61
84.13,90.41,82.61
84.13,90.41,82.61
84.13,90.42,82.61
84.13,90.43,82.61
84.13,90.43,82.61
84.13,90.43,82.61
84.13,90.43,82.61
84.13,90.44,82.61
84.13,90.44,82.61
84.13,90.45,82.61
84.13,90.45,82.61
84.13,90.45,82.61
84.13,90.45,82.61
84.13,90.46,82.61
84.13,90.46,82.61
84.13,90.46,82.61
84.14,90.48,82.62
84.14,90.48,82.62
84.14,90.48,82.62
84.14,90.48,82.62
84.14,90.49,82.62
84.14,90.5,82.62
84.14,90.5,82.62
84.14,90.5,82.62
84.14,90.5,82.62
84.14,90.5,82.62
84.14,90.51,82.63
84.14,90.51,82.63
84.15,90.51,82.63
84.15,90.52,82.63
84.15,90.53,82.63
84.15,90.54,82.63
84.15,90.54,82.63
84.15,90.54,82.63
84.15,90.54,82.63
84.15,90.54,82.63
84.15,90.54,82.64
84.15,90.55,82.64
84.15,90.55,82.64
84.15,90.57,82.64
84.15,90.57,82.64
84.15,90.57,82.64
84.15,90.58,82.64
84.15,90.58,82.65
84.15,90.59,82.65
84.16,90.59,82.65
84.16,90.59,82.65
84.16,90.59,82.65
84.16,90.59,82.65
84.16,90.59,82.65
84.16,90.59,82.65
84.16,90.59,82.65
84.16,90.6,82.65
84.16,90.6,82.65
84.16,90.62,82.66
84.16,90.62,82.66
84.16,90.62,82.66
84.16,90.63,82.66
84.16,90.63,82.66
84.16,90.64,82.66
84.16,90.64,82.66
84.16,90.65,82.66
84.16,90.65,82.66
84.16,90.67,82.66
84.16,90.67,82.66
84.16,90.67,82.66
84.16,90.67,82.67
84.17,90.68,82.67
84.17,90.68,82.67
84.17,90.7,82.67
84.17,90.7,82.67
84.17,90.7,82.67
84.17,90.7,82.68
84.17,90.71,82.68
84.17,90.72,82.68
84.17,90.72,82.68
84.17,90.72,82.68
84.17,90.72,82.68
84.17,90.73,82.68
84.17,90.73,82.68
84.17,90.74,82.68
84.17,90.75,82.68
84.17,90.75,82.69
84.17,90.75,82.69
84.17,90.75,82.69
84.17,90.76,82.69
84.17,90.76,82.69
84.17,90.76,82.69
84.18,90.77,82.69
84.18,90.77,82.69
84.18,90.77,82.69
84.18,90.77,82.69
84.18,90.77,82.69
84.18,90.77,82.69
84.18,90.77,82.69
84.18,90.79,82.69
84.18,90.79,82.7
84.18,90.79,82.7
84.18,90.8,82.7
84.18,90.8,82.7
84.18,90.81,82.7
84.18,90.81,82.7
84.18,90.82,82.7
84.18,90.83,82.7
84.18,90.83,82.7
84.18,90.84,82.7
84.18,90.84,82.7
84.18,90.85,82.7
84.19,90.85,82.7
84.19,90.86,82.71
84.19,90.86,82.71
84.19,90.86,82.71
84.19,90.86,82.71
84.19,90.87,82.71
84.19,90.87,82.71
84.19,90.87,82.71
84.19,90.87,82.71
84.19,90.87,82.71
84.19,90.87,82.71
84.19,90.87,82.71
84.19,90.88,82.71
84.19,90.91,82.71
84.19,90.91,82.71
84.19,90.91,82.71
84.19,90.91,82.71
84.19,90.91,82.71
84.19,90.91,82.71
84.19,90.91,82.72
84.2,90.91,82.72
84.2,90.91,82.72
84.2,90.91,82.72
84.2,90.91,82.72
84.2,90.91,82.72
84.2,90.91,82.72
84.2,90.91,82.72
84.2,90.91,82.72
84.2,90.91,82.72
84.2,90.91,82.72
84.2,90.92,82.72
84.2,90.93,82.72
84.2,90.94,82.72
84.2,90.94,82.73
84.2,90.94,82.73
84.2,90.96,82.73
84.2,90.96,82.73
84.2,90.96,82.73
84.2,90.97,82.73
84.21,90.97,82.73
84.21,90.97,82.73
84.21,90.97,82.74
84.21,90.97,82.74
84.21,90.98,82.74
84.21,90.98,82.74
84.21,90.99,82.75
84.21,90.99,82.75
84.21,90.99,82.75
84.21,90.99,82.75
84.21,90.99,82.75
84.21,91,82.75
84.21,91.01,82.75
84.21,91.01,82.75
84.21,91.01,82.75
84.21,91.02,82.75
84.21,91.02,82.75
84.21,91.02,82.75
84.22,91.02,82.75
84.22,91.03,82.76
84.22,91.03,82.76
84.22,91.03,82.76
84.22,91.03,82.76
84.22,91.03,82.76
84.22,91.04,82.76
84.22,91.04,82.76
84.22,91.04,82.76
84.22,91.04,82.76
84.22,91.04,82.76
84.23,91.04,82.76
84.23,91.04,82.76
84.23,91.04,82.77
84.23,91.05,82.77
84.23,91.06,82.77
84.23,91.07,82.77
84.23,91.08,82.77
84.23,91.08,82.77
84.23,91.09,82.77
84.23,91.09,82.77
84.23,91.09,82.77
84.23,91.09,82.77
84.23,91.09,82.77
84.23,91.1,82.77
84.23,91.1,82.77
84.23,91.11,82.77
84.23,91.11,82.78
84.24,91.12,82.78
84.24,91.12,82.78
84.24,91.12,82.78
84.24,91.13,82.78
84.24,91.14,82.78
84.24,91.14,82.78
84.24,91.14,82.78
84.24,91.15,82.78
84.24,91.15,82.78
84.24,91.15,82.78
84.24,91.15,82.78
84.24,91.17,82.78
84.24,91.17,82.78
84.24,91.17,82.78
84.24,91.18,82.78
84.25,91.18,82.79
84.25,91.21,82.79
84.25,91.21,82.79
84.25,91.21,82.79
84.25,91.22,82.79
84.25,91.22,82.79
84.25,91.22,82.79
84.25,91.22,82.79
84.25,91.22,82.79
84.25,91.22,82.79
84.25,91.23,82.79
84.25,91.23,82.79
84.25,91.23,82.8
84.25,91.23,82.8
84.25,91.24,82.8
84.25,91.24,82.8
84.25,91.24,82.8
84.25,91.25,82.8
84.25,91.25,82.8
84.26,91.25,82.81
84.26,91.25,82.81
84.26,91.27,82.81
84.26,91.27,82.81
84.26,91.27,82.81
84.26,91.27,82.81
84.26,91.28,82.81
84.26,91.29,82.81
84.26,91.29,82.81
84.26,91.29,82.82
84.26,91.29,82.82
84.26,91.29,82.82
84.26,91.3,82.82
84.26,91.3,82.82
84.26,91.3,82.82
84.26,91.3,82.82
84.27,91.3,82.82
84.27,91.3,82.83
84.27,91.3,82.83
84.27,91.31,82.83
84.27,91.32,82.83
84.27,91.32,82.83
84.27,91.33,82.83
84.27,91.34,82.83
84.27,91.34,82.83
84.27,91.35,82.83
84.27,91.35,82.83
84.27,91.35,82.83
84.27,91.36,82.84
84.27,91.36,82.84
84.27,91.36,82.84
84.28,91.36,82.84
84.28,91.36,82.84
84.28,91.36,82.84
84.28,91.36,82.84
84.28,91.36,82.84
84.28,91.36,82.84
84.28,91.36,82.84
84.28,91.36,82.84
84.28,91.36,82.84
84.28,91.37,82.84
84.28,91.38,82.84
84.28,91.38,82.85
84.28,91.38,82.85
84.28,91.38,82.85
84.28,91.38,82.85
84.29,91.39,82.85
84.29,91.39,82.85
84.29,91.39,82.85
84.29,91.39,82.85
84.29,91.39,82.85
84.29,91.4,82.85
84.29,91.4,82.85
84.29,91.4,82.85
84.29,91.4,82.85
84.29,91.41,82.85
84.29,91.41,82.85
84.29,91.41,82.85
84.29,91.42,82.86
84.29,91.42,82.86
84.29,91.43,82.86
84.29,91.43,82.86
84.29,91.43,82.86
84.29,91.43,82.86
84.29,91.44,82.86
84.29,91.45,82.86
84.3,91.45,82.86
84.3,91.46,82.86
84.3,91.46,82.86
84.3,91.46,82.87
84.3,91.46,82.87
84.3,91.46,82.87
84.3,91.46,82.87
84.3,91.49,82.87
84.3,91.49,82.87
84.3,91.49,82.87
84.3,91.49,82.87
84.3,91.49,82.87
84.3,91.49,82.87
84.3,91.49,82.87
84.3,91.49,82.87
84.3,91.5,82.87
84.3,91.5,82.87
84.3,91.5,82.87
84.31,91.51,82.88
84.31,91.51,82.88
84.31,91.52,82.88
84.31,91.53,82.88
84.31,91.53,82.88
84.31,91.53,82.88
84.31,91.55,82.88
84.31,91.55,82.88
84.31,91.55,82.88
84.31,91.55,82.88
84.31,91.56,82.89
84.31,91.56,82.89
84.31,91.57,82.89
84.31,91.57,82.89
84.31,91.58,82.89
84.32,91.58,82.89
84.32,91.59,82.89
84.32,91.59,82.89
84.32,91.6,82.89
84.32,91.61,82.89
84.32,91.61,82.9
84.32,91.62,82.9
84.32,91.62,82.9
84.32,91.63,82.9
84.32,91.63,82.9
84.32,91.63,82.9
84.32,91.65,82.9
84.32,91.66,82.9
84.32,91.66,82.9
84.32,91.66,82.9
84.32,91.66,82.9
84.32,91.66,82.91
84.32,91.67,82.91
84.32,91.67,82.91
84.32,91.67,82.92
84.32,91.67,82.92
84.32,91.67,82.92
84.32,91.67,82.92
84.33,91.67,82.92
84.33,91.68,82.92
84.33,91.68,82.92
84.33,91.69,82.92
84.33,91.69,82.92
84.33,91.69,82.92
84.33,91.7,82.92
84.33,91.7,82.93
84.33,91.71,82.93
84.33,91.71,82.93
84.33,91.71,82.93
84.33,91.72,82.93
84.33,91.73,82.94
84.33,91.74,82.94
84.33,91.74,82.94
84.33,91.74,82.94
84.33,91.74,82.94
84.33,91.75,82.94
84.33,91.75,82.94
84.34,91.75,82.94
84.34,91.75,82.94
84.34,91.76,82.95
84.34,91.76,82.95
84.34,91.76,82.95
84.34,91.76,82.95
84.34,91.76,82.95
84.34,91.77,82.95
84.34,91.77,82.95
84.34,91.78,82.95
84.34,91.78,82.95
84.34,91.78,82.96
84.34,91.78,82.96
84.34,91.78,82.96
84.34,91.79,82.96
84.34,91.79,82.96
84.34,91.79,82.96
84.34,91.79,82.96
84.34,91.8,82.97
84.34,91.8,82.97
84.34,91.8,82.97
84.34,91.8,82.97
84.34,91.81,82.97
84.34,91.81,82.97
84.34,91.82,82.97
84.34,91.82,82.97
84.35,91.82,82.97
84.35,91.82,82.97
84.35,91.82,82.97
84.35,91.84,82.97
84.35,91.85,82.97
84.35,91.85,82.97
84.35,91.85,82.97
84.35,91.86,82.97
84.35,91.86,82.98
84.35,91.86,82.98
84.35,91.87,82.98
84.35,91.89,82.98
84.35,91.89,82.98
84.35,91.89,82.98
84.35,91.89,82.98
84.35,91.89,82.98
84.35,91.89,82.98
84.35,91.89,82.98
84.35,91.89,82.98
84.35,91.89,82.98
84.35,91.89,82.98
84.35,91.9,82.98
84.35,91.9,82.98
84.35,91.9,82.98
84.35,91.9,82.98
84.36,91.91,82.99
84.36,91.91,82.99
84.36,91.92,82.99
84.36,91.93,82.99
84.36,91.93,82.99
84.36,91.93,82.99
84.36,91.93,82.99
84.36,91.94,82.99
84.36,91.94,82.99
84.36,91.94,83
84.36,91.94,83
84.36,91.94,83
84.36,91.94,83
84.36,91.95,83
84.36,91.95,83
84.36,91.95,83
84.36,91.95,83
84.36,91.96,83
