,len,species,positive,abslen
535,1558.0,H. sapiens,True,1558.0
536,4025.0,H. sapiens,True,4025.0
537,2833.0,H. sapiens,True,2833.0
538,1517.0,H. sapiens,True,1517.0
539,1780.0,H. sapiens,True,1780.0
540,1846.0,H. sapiens,True,1846.0
541,1532.0,H. sapiens,True,1532.0
542,1816.0,H. sapiens,True,1816.0
543,1104.0,H. sapiens,True,1104.0
544,3052.0,H. sapiens,True,3052.0
545,1328.0,H. sapiens,True,1328.0
546,1282.0,H. sapiens,True,1282.0
547,2711.0,H. sapiens,True,2711.0
548,1462.0,H. sapiens,True,1462.0
549,1305.0,H. sapiens,True,1305.0
550,3187.0,H. sapiens,True,3187.0
551,5636.0,H. sapiens,True,5636.0
552,2698.0,H. sapiens,True,2698.0
553,2046.0,H. sapiens,True,2046.0
554,1161.0,H. sapiens,True,1161.0
555,1446.0,H. sapiens,True,1446.0
556,1068.0,H. sapiens,True,1068.0
557,1328.0,H. sapiens,True,1328.0
558,1635.0,H. sapiens,True,1635.0
559,1267.0,H. sapiens,True,1267.0
560,1266.0,H. sapiens,True,1266.0
561,1845.0,H. sapiens,True,1845.0
562,1913.0,H. sapiens,True,1913.0
563,1013.0,H. sapiens,True,1013.0
564,1019.0,H. sapiens,True,1019.0
565,1263.0,H. sapiens,True,1263.0
566,1071.0,H. sapiens,True,1071.0
567,2138.0,H. sapiens,True,2138.0
568,1417.0,H. sapiens,True,1417.0
569,1505.0,H. sapiens,True,1505.0
570,1209.0,H. sapiens,True,1209.0
571,2382.0,H. sapiens,True,2382.0
572,1790.0,H. sapiens,True,1790.0
573,1747.0,H. sapiens,True,1747.0
574,2113.0,H. sapiens,True,2113.0
575,1029.0,H. sapiens,True,1029.0
576,-1782.0,H. sapiens,False,1782.0
577,1332.0,H. sapiens,True,1332.0
578,1464.0,H. sapiens,True,1464.0
579,1420.0,H. sapiens,True,1420.0
580,1549.0,H. sapiens,True,1549.0
581,1561.0,H. sapiens,True,1561.0
582,1392.0,H. sapiens,True,1392.0
583,1983.0,H. sapiens,True,1983.0
584,2537.0,H. sapiens,True,2537.0
585,1400.0,H. sapiens,True,1400.0
586,2596.0,H. sapiens,True,2596.0
587,1623.0,H. sapiens,True,1623.0
588,2192.0,H. sapiens,True,2192.0
589,2191.0,H. sapiens,True,2191.0
590,1265.0,H. sapiens,True,1265.0
591,1221.0,H. sapiens,True,1221.0
592,1213.0,H. sapiens,True,1213.0
593,1025.0,H. sapiens,True,1025.0
594,1942.0,H. sapiens,True,1942.0
595,1035.0,H. sapiens,True,1035.0
596,3290.0,H. sapiens,True,3290.0
597,3500.0,H. sapiens,True,3500.0
598,2960.0,H. sapiens,True,2960.0
599,2262.0,H. sapiens,True,2262.0
600,1516.0,H. sapiens,True,1516.0
601,-1327.0,H. sapiens,False,1327.0
602,1308.0,H. sapiens,True,1308.0
603,2971.0,H. sapiens,True,2971.0
604,1713.0,H. sapiens,True,1713.0
605,1265.0,H. sapiens,True,1265.0
606,1252.0,H. sapiens,True,1252.0
607,2063.0,H. sapiens,True,2063.0
608,1923.0,H. sapiens,True,1923.0
609,1750.0,H. sapiens,True,1750.0
610,2496.0,H. sapiens,True,2496.0
611,1032.0,H. sapiens,True,1032.0
612,1204.0,H. sapiens,True,1204.0
613,3174.0,H. sapiens,True,3174.0
614,1639.0,H. sapiens,True,1639.0
615,-337731.0,H. sapiens,False,337731.0
616,333677.0,H. sapiens,True,333677.0
617,-2134.0,H. sapiens,False,2134.0
618,1288.0,H. sapiens,True,1288.0
619,1746.0,H. sapiens,True,1746.0
620,2866.0,H. sapiens,True,2866.0
621,-1911.0,H. sapiens,False,1911.0
622,2241.0,H. sapiens,True,2241.0
623,1327.0,H. sapiens,True,1327.0
624,1447.0,H. sapiens,True,1447.0
625,1472.0,H. sapiens,True,1472.0
626,2129.0,H. sapiens,True,2129.0
627,-1862.0,H. sapiens,False,1862.0
628,1008.0,H. sapiens,True,1008.0
629,4231.0,H. sapiens,True,4231.0
630,2955.0,H. sapiens,True,2955.0
631,1123.0,H. sapiens,True,1123.0
632,9032.0,H. sapiens,True,9032.0
633,2288.0,H. sapiens,True,2288.0
634,157873.0,H. sapiens,True,157873.0
635,194672.0,H. sapiens,True,194672.0
636,28621059.0,H. sapiens,True,28621059.0
637,-28619842.0,H. sapiens,False,28619842.0
638,28620373.0,H. sapiens,True,28620373.0
639,-28618653.0,H. sapiens,False,28618653.0
640,2643.0,H. sapiens,True,2643.0
641,4642072.0,H. sapiens,True,4642072.0
642,-868359.0,H. sapiens,False,868359.0
643,1021.0,H. sapiens,True,1021.0
644,1105.0,H. sapiens,True,1105.0
645,1695.0,H. sapiens,True,1695.0
646,2682.0,H. sapiens,True,2682.0
647,1866.0,H. sapiens,True,1866.0
648,-91317197.0,H. sapiens,False,91317197.0
649,91315249.0,H. sapiens,True,91315249.0
650,5057.0,H. sapiens,True,5057.0
651,2312.0,H. sapiens,True,2312.0
652,6018.0,H. sapiens,True,6018.0
653,1131.0,H. sapiens,True,1131.0
654,2047.0,H. sapiens,True,2047.0
655,3654.0,H. sapiens,True,3654.0
656,4635.0,H. sapiens,True,4635.0
657,2804.0,H. sapiens,True,2804.0
658,1072.0,H. sapiens,True,1072.0
