,len,species,positive,abslen
659,1041.0,H. sapiens,True,1041.0
660,-1508.0,H. sapiens,False,1508.0
661,-2176.0,H. sapiens,False,2176.0
662,1609.0,H. sapiens,True,1609.0
663,1600.0,H. sapiens,True,1600.0
664,-1136.0,H. sapiens,False,1136.0
665,1287.0,H. sapiens,True,1287.0
666,3286.0,H. sapiens,True,3286.0
667,1407.0,H. sapiens,True,1407.0
668,5657.0,H. sapiens,True,5657.0
669,2889.0,H. sapiens,True,2889.0
670,1411.0,H. sapiens,True,1411.0
671,5874.0,H. sapiens,True,5874.0
672,2302.0,H. sapiens,True,2302.0
673,2084.0,H. sapiens,True,2084.0
674,1143.0,H. sapiens,True,1143.0
675,-1670.0,H. sapiens,False,1670.0
676,1278.0,H. sapiens,True,1278.0
677,1183.0,H. sapiens,True,1183.0
678,1303.0,H. sapiens,True,1303.0
679,2721.0,H. sapiens,True,2721.0
680,1653.0,H. sapiens,True,1653.0
681,-1013.0,H. sapiens,False,1013.0
682,2489.0,H. sapiens,True,2489.0
683,1144.0,H. sapiens,True,1144.0
684,1524.0,H. sapiens,True,1524.0
685,5488.0,H. sapiens,True,5488.0
686,1264.0,H. sapiens,True,1264.0
687,2576.0,H. sapiens,True,2576.0
688,1914.0,H. sapiens,True,1914.0
689,1352.0,H. sapiens,True,1352.0
690,2696.0,H. sapiens,True,2696.0
691,1120.0,H. sapiens,True,1120.0
692,3459.0,H. sapiens,True,3459.0
693,3073.0,H. sapiens,True,3073.0
694,1145.0,H. sapiens,True,1145.0
695,2220.0,H. sapiens,True,2220.0
696,5416.0,H. sapiens,True,5416.0
697,-1168.0,H. sapiens,False,1168.0
698,1448.0,H. sapiens,True,1448.0
699,1001.0,H. sapiens,True,1001.0
700,1792.0,H. sapiens,True,1792.0
701,-4883.0,H. sapiens,False,4883.0
702,1243.0,H. sapiens,True,1243.0
703,1457.0,H. sapiens,True,1457.0
704,1071.0,H. sapiens,True,1071.0
705,1862.0,H. sapiens,True,1862.0
706,1932.0,H. sapiens,True,1932.0
707,1547.0,H. sapiens,True,1547.0
708,2631.0,H. sapiens,True,2631.0
709,1177.0,H. sapiens,True,1177.0
710,2573.0,H. sapiens,True,2573.0
711,1132.0,H. sapiens,True,1132.0
712,1163.0,H. sapiens,True,1163.0
713,2280.0,H. sapiens,True,2280.0
714,2420.0,H. sapiens,True,2420.0
715,67269.0,H. sapiens,True,67269.0
716,2349.0,H. sapiens,True,2349.0
717,1184.0,H. sapiens,True,1184.0
718,1377.0,H. sapiens,True,1377.0
719,1628.0,H. sapiens,True,1628.0
720,1076.0,H. sapiens,True,1076.0
721,-1916.0,H. sapiens,False,1916.0
722,1290.0,H. sapiens,True,1290.0
723,1165.0,H. sapiens,True,1165.0
724,1092.0,H. sapiens,True,1092.0
725,1392.0,H. sapiens,True,1392.0
726,1993.0,H. sapiens,True,1993.0
727,2255.0,H. sapiens,True,2255.0
728,1495.0,H. sapiens,True,1495.0
729,1321.0,H. sapiens,True,1321.0
730,1237.0,H. sapiens,True,1237.0
731,-3815.0,H. sapiens,False,3815.0
732,4535.0,H. sapiens,True,4535.0
733,1799.0,H. sapiens,True,1799.0
734,1309.0,H. sapiens,True,1309.0
735,2236.0,H. sapiens,True,2236.0
736,2720.0,H. sapiens,True,2720.0
737,1791.0,H. sapiens,True,1791.0
738,-1003.0,H. sapiens,False,1003.0
739,3280.0,H. sapiens,True,3280.0
740,1257.0,H. sapiens,True,1257.0
741,2027.0,H. sapiens,True,2027.0
742,1409.0,H. sapiens,True,1409.0
743,1342.0,H. sapiens,True,1342.0
744,13908.0,H. sapiens,True,13908.0
745,2351.0,H. sapiens,True,2351.0
746,1590.0,H. sapiens,True,1590.0
747,1307.0,H. sapiens,True,1307.0
748,1844.0,H. sapiens,True,1844.0
749,2130.0,H. sapiens,True,2130.0
750,1396.0,H. sapiens,True,1396.0
751,-1558.0,H. sapiens,False,1558.0
752,1264.0,H. sapiens,True,1264.0
753,2263.0,H. sapiens,True,2263.0
754,2686.0,H. sapiens,True,2686.0
755,1199.0,H. sapiens,True,1199.0
756,1408.0,H. sapiens,True,1408.0
757,2303.0,H. sapiens,True,2303.0
758,3017.0,H. sapiens,True,3017.0
759,4375.0,H. sapiens,True,4375.0
760,1625.0,H. sapiens,True,1625.0
761,1017.0,H. sapiens,True,1017.0
762,1107.0,H. sapiens,True,1107.0
763,1438.0,H. sapiens,True,1438.0
764,1315.0,H. sapiens,True,1315.0
765,1298.0,H. sapiens,True,1298.0
766,2003.0,H. sapiens,True,2003.0
767,2130.0,H. sapiens,True,2130.0
768,1129.0,H. sapiens,True,1129.0
769,1216.0,H. sapiens,True,1216.0
770,1250.0,H. sapiens,True,1250.0
771,2070.0,H. sapiens,True,2070.0
772,-1265.0,H. sapiens,False,1265.0
773,2887.0,H. sapiens,True,2887.0
774,1549.0,H. sapiens,True,1549.0
775,1998.0,H. sapiens,True,1998.0
776,4780.0,H. sapiens,True,4780.0
777,1651.0,H. sapiens,True,1651.0
778,1512.0,H. sapiens,True,1512.0
779,1054.0,H. sapiens,True,1054.0
780,-3897.0,H. sapiens,False,3897.0
781,1973.0,H. sapiens,True,1973.0
782,1273.0,H. sapiens,True,1273.0
783,28612669.0,H. sapiens,True,28612669.0
784,1818.0,H. sapiens,True,1818.0
785,28407558.0,H. sapiens,True,28407558.0
786,103875381.0,H. sapiens,True,103875381.0
787,6270.0,H. sapiens,True,6270.0
788,1515.0,H. sapiens,True,1515.0
789,217991704.0,H. sapiens,True,217991704.0
790,1765.0,H. sapiens,True,1765.0
791,194359.0,H. sapiens,True,194359.0
792,195596.0,H. sapiens,True,195596.0
793,44907.0,H. sapiens,True,44907.0
794,218014526.0,H. sapiens,True,218014526.0
795,218040309.0,H. sapiens,True,218040309.0
796,134406.0,H. sapiens,True,134406.0
797,198370.0,H. sapiens,True,198370.0
798,1727.0,H. sapiens,True,1727.0
799,1193.0,H. sapiens,True,1193.0
800,1733.0,H. sapiens,True,1733.0
801,3371.0,H. sapiens,True,3371.0
802,3914.0,H. sapiens,True,3914.0
803,1712.0,H. sapiens,True,1712.0
804,1486.0,H. sapiens,True,1486.0
805,1953.0,H. sapiens,True,1953.0
806,7110.0,H. sapiens,True,7110.0
807,2564.0,H. sapiens,True,2564.0
808,1108.0,H. sapiens,True,1108.0
809,2797.0,H. sapiens,True,2797.0
810,116548.0,H. sapiens,True,116548.0
811,18155420.0,H. sapiens,True,18155420.0
812,18149197.0,H. sapiens,True,18149197.0
813,26161249.0,H. sapiens,True,26161249.0
814,2015.0,H. sapiens,True,2015.0
815,1412.0,H. sapiens,True,1412.0
816,1229.0,H. sapiens,True,1229.0
817,1370.0,H. sapiens,True,1370.0
818,-1156.0,H. sapiens,False,1156.0
819,1040.0,H. sapiens,True,1040.0
820,2219.0,H. sapiens,True,2219.0
821,1734.0,H. sapiens,True,1734.0
822,1529.0,H. sapiens,True,1529.0
823,1948.0,H. sapiens,True,1948.0
824,493654.0,H. sapiens,True,493654.0
825,529356.0,H. sapiens,True,529356.0
826,385001.0,H. sapiens,True,385001.0
827,366022.0,H. sapiens,True,366022.0
828,464483.0,H. sapiens,True,464483.0
829,1538.0,H. sapiens,True,1538.0
830,1214.0,H. sapiens,True,1214.0
831,1525.0,H. sapiens,True,1525.0
832,1348.0,H. sapiens,True,1348.0
833,1282.0,H. sapiens,True,1282.0
834,2379.0,H. sapiens,True,2379.0
835,1197.0,H. sapiens,True,1197.0
836,1162.0,H. sapiens,True,1162.0
837,1283.0,H. sapiens,True,1283.0
838,1475.0,H. sapiens,True,1475.0
839,1696.0,H. sapiens,True,1696.0
840,1916.0,H. sapiens,True,1916.0
841,1759.0,H. sapiens,True,1759.0
842,21763.0,H. sapiens,True,21763.0
843,-21738.0,H. sapiens,False,21738.0
844,1662.0,H. sapiens,True,1662.0
845,2311.0,H. sapiens,True,2311.0
846,1048.0,H. sapiens,True,1048.0
847,1123.0,H. sapiens,True,1123.0
848,-10663520.0,H. sapiens,False,10663520.0
849,10661595.0,H. sapiens,True,10661595.0
850,1683.0,H. sapiens,True,1683.0
851,1112.0,H. sapiens,True,1112.0
852,1210.0,H. sapiens,True,1210.0
853,2994.0,H. sapiens,True,2994.0
854,1001.0,H. sapiens,True,1001.0
855,2208.0,H. sapiens,True,2208.0
856,1356.0,H. sapiens,True,1356.0
857,1534.0,H. sapiens,True,1534.0
858,1025.0,H. sapiens,True,1025.0
859,1620.0,H. sapiens,True,1620.0
860,1529.0,H. sapiens,True,1529.0
861,1841.0,H. sapiens,True,1841.0
862,-2642.0,H. sapiens,False,2642.0
863,-1036.0,H. sapiens,False,1036.0
864,2299.0,H. sapiens,True,2299.0
865,2082.0,H. sapiens,True,2082.0
866,-2367.0,H. sapiens,False,2367.0
867,1146.0,H. sapiens,True,1146.0
868,-131987292.0,H. sapiens,False,131987292.0
869,64945.0,H. sapiens,True,64945.0
870,178940.0,H. sapiens,True,178940.0
871,-28693469.0,H. sapiens,False,28693469.0
872,61310353.0,H. sapiens,True,61310353.0
873,61243181.0,H. sapiens,True,61243181.0
874,991099.0,H. sapiens,True,991099.0
875,22788130.0,H. sapiens,True,22788130.0
876,-28694777.0,H. sapiens,False,28694777.0
877,28695445.0,H. sapiens,True,28695445.0
878,-28689771.0,H. sapiens,False,28689771.0
879,28691888.0,H. sapiens,True,28691888.0
880,-22781291.0,H. sapiens,False,22781291.0
881,-190320.0,H. sapiens,False,190320.0
882,129010015.0,H. sapiens,True,129010015.0
883,131976924.0,H. sapiens,True,131976924.0
884,-129502304.0,H. sapiens,False,129502304.0
885,1227.0,H. sapiens,True,1227.0
886,1082.0,H. sapiens,True,1082.0
887,1195.0,H. sapiens,True,1195.0
888,1747.0,H. sapiens,True,1747.0
889,1491.0,H. sapiens,True,1491.0
890,1883.0,H. sapiens,True,1883.0
891,1032.0,H. sapiens,True,1032.0
892,1726.0,H. sapiens,True,1726.0
893,1615.0,H. sapiens,True,1615.0
894,1666.0,H. sapiens,True,1666.0
895,1096.0,H. sapiens,True,1096.0
896,3239.0,H. sapiens,True,3239.0
897,1520.0,H. sapiens,True,1520.0
898,3270.0,H. sapiens,True,3270.0
899,1464.0,H. sapiens,True,1464.0
900,3407.0,H. sapiens,True,3407.0
901,1003.0,H. sapiens,True,1003.0
902,1345.0,H. sapiens,True,1345.0
903,1523.0,H. sapiens,True,1523.0
904,1041.0,H. sapiens,True,1041.0
905,477270.0,H. sapiens,True,477270.0
906,483394.0,H. sapiens,True,483394.0
907,682162.0,H. sapiens,True,682162.0
908,-28609000.0,H. sapiens,False,28609000.0
909,835949.0,H. sapiens,True,835949.0
910,894545.0,H. sapiens,True,894545.0
911,18978.0,H. sapiens,True,18978.0
912,27612637.0,H. sapiens,True,27612637.0
913,27596762.0,H. sapiens,True,27596762.0
914,178483.0,H. sapiens,True,178483.0
915,189699.0,H. sapiens,True,189699.0
916,-542994.0,H. sapiens,False,542994.0
917,1842112.0,H. sapiens,True,1842112.0
918,-1677130.0,H. sapiens,False,1677130.0
919,-991136.0,H. sapiens,False,991136.0
920,849365.0,H. sapiens,True,849365.0
921,-476063.0,H. sapiens,False,476063.0
922,-122380.0,H. sapiens,False,122380.0
923,640774.0,H. sapiens,True,640774.0
924,-1977756.0,H. sapiens,False,1977756.0
925,-1175913.0,H. sapiens,False,1175913.0
926,57771.0,H. sapiens,True,57771.0
927,259080.0,H. sapiens,True,259080.0
928,-861249.0,H. sapiens,False,861249.0
929,1138039.0,H. sapiens,True,1138039.0
930,-574962.0,H. sapiens,False,574962.0
931,-762182.0,H. sapiens,False,762182.0
932,-592326.0,H. sapiens,False,592326.0
933,1050198.0,H. sapiens,True,1050198.0
934,292879.0,H. sapiens,True,292879.0
935,185119.0,H. sapiens,True,185119.0
936,518313.0,H. sapiens,True,518313.0
937,18037105.0,H. sapiens,True,18037105.0
938,18034444.0,H. sapiens,True,18034444.0
939,18048099.0,H. sapiens,True,18048099.0
940,2245.0,H. sapiens,True,2245.0
941,18037045.0,H. sapiens,True,18037045.0
942,-27790.0,H. sapiens,False,27790.0
943,-5329.0,H. sapiens,False,5329.0
944,2097.0,H. sapiens,True,2097.0
945,1019.0,H. sapiens,True,1019.0
946,-2849.0,H. sapiens,False,2849.0
947,523997.0,H. sapiens,True,523997.0
948,1164223.0,H. sapiens,True,1164223.0
949,1128461.0,H. sapiens,True,1128461.0
950,1107500.0,H. sapiens,True,1107500.0
951,-4990955.0,H. sapiens,False,4990955.0
952,-2480351.0,H. sapiens,False,2480351.0
953,4483.0,H. sapiens,True,4483.0
954,3676449.0,H. sapiens,True,3676449.0
955,-3677949.0,H. sapiens,False,3677949.0
956,1090.0,H. sapiens,True,1090.0
957,1203.0,H. sapiens,True,1203.0
958,-2321888.0,H. sapiens,False,2321888.0
959,2322765.0,H. sapiens,True,2322765.0
960,-2529715.0,H. sapiens,False,2529715.0
961,2457.0,H. sapiens,True,2457.0
962,4553.0,H. sapiens,True,4553.0
963,2676.0,H. sapiens,True,2676.0
964,1554.0,H. sapiens,True,1554.0
965,5863.0,H. sapiens,True,5863.0
966,1086.0,H. sapiens,True,1086.0
967,1605858.0,H. sapiens,True,1605858.0
968,3212.0,H. sapiens,True,3212.0
969,2836.0,H. sapiens,True,2836.0
970,2491.0,H. sapiens,True,2491.0
971,1114.0,H. sapiens,True,1114.0
972,1114.0,H. sapiens,True,1114.0
973,2762.0,H. sapiens,True,2762.0
974,129538594.0,H. sapiens,True,129538594.0
975,131972209.0,H. sapiens,True,131972209.0
976,25997.0,H. sapiens,True,25997.0
977,1383.0,H. sapiens,True,1383.0
978,3585.0,H. sapiens,True,3585.0
979,1345.0,H. sapiens,True,1345.0
980,1586.0,H. sapiens,True,1586.0
981,1147.0,H. sapiens,True,1147.0
982,2561.0,H. sapiens,True,2561.0
983,1366.0,H. sapiens,True,1366.0
984,1084.0,H. sapiens,True,1084.0
985,1358.0,H. sapiens,True,1358.0
986,3271.0,H. sapiens,True,3271.0
987,4907.0,H. sapiens,True,4907.0
988,1287.0,H. sapiens,True,1287.0
989,1481.0,H. sapiens,True,1481.0
990,1312.0,H. sapiens,True,1312.0
991,1978.0,H. sapiens,True,1978.0
992,1128.0,H. sapiens,True,1128.0
993,1236.0,H. sapiens,True,1236.0
994,1246.0,H. sapiens,True,1246.0
995,2207.0,H. sapiens,True,2207.0
996,1505.0,H. sapiens,True,1505.0
997,1743.0,H. sapiens,True,1743.0
998,3133.0,H. sapiens,True,3133.0
999,2772.0,H. sapiens,True,2772.0
1000,1523.0,H. sapiens,True,1523.0
1001,3143.0,H. sapiens,True,3143.0
1002,1429.0,H. sapiens,True,1429.0
1003,1047.0,H. sapiens,True,1047.0
1004,3186.0,H. sapiens,True,3186.0
1005,3897.0,H. sapiens,True,3897.0
1006,1011.0,H. sapiens,True,1011.0
1007,1211.0,H. sapiens,True,1211.0
1008,1022.0,H. sapiens,True,1022.0
1009,5025.0,H. sapiens,True,5025.0
1010,-6303.0,H. sapiens,False,6303.0
1011,-2118.0,H. sapiens,False,2118.0
1012,-2999.0,H. sapiens,False,2999.0
1013,1512.0,H. sapiens,True,1512.0
1014,32209.0,H. sapiens,True,32209.0
1015,10480.0,H. sapiens,True,10480.0
1016,2157.0,H. sapiens,True,2157.0
1017,1275.0,H. sapiens,True,1275.0
1018,1736.0,H. sapiens,True,1736.0
1019,1940.0,H. sapiens,True,1940.0
1020,1702.0,H. sapiens,True,1702.0
1021,1051.0,H. sapiens,True,1051.0
1022,1099.0,H. sapiens,True,1099.0
1023,1624.0,H. sapiens,True,1624.0
1024,1049.0,H. sapiens,True,1049.0
1025,2914.0,H. sapiens,True,2914.0
1026,1028.0,H. sapiens,True,1028.0
1027,1635.0,H. sapiens,True,1635.0
1028,1171.0,H. sapiens,True,1171.0
1029,1118.0,H. sapiens,True,1118.0
1030,1160.0,H. sapiens,True,1160.0
1031,2088.0,H. sapiens,True,2088.0
1032,1277.0,H. sapiens,True,1277.0
1033,1489.0,H. sapiens,True,1489.0
1034,2110.0,H. sapiens,True,2110.0
1035,2368.0,H. sapiens,True,2368.0
1036,1026.0,H. sapiens,True,1026.0
1037,5137.0,H. sapiens,True,5137.0
1038,10958.0,H. sapiens,True,10958.0
1039,1217.0,H. sapiens,True,1217.0
1040,1110.0,H. sapiens,True,1110.0
1041,1487.0,H. sapiens,True,1487.0
1042,1479.0,H. sapiens,True,1479.0
1043,1136.0,H. sapiens,True,1136.0
1044,1554.0,H. sapiens,True,1554.0
1045,1058.0,H. sapiens,True,1058.0
1046,1826.0,H. sapiens,True,1826.0
1047,1101.0,H. sapiens,True,1101.0
1048,1030.0,H. sapiens,True,1030.0
1049,1620.0,H. sapiens,True,1620.0
1050,2215.0,H. sapiens,True,2215.0
1051,1575.0,H. sapiens,True,1575.0
1052,1132.0,H. sapiens,True,1132.0
1053,3130.0,H. sapiens,True,3130.0
1054,1922.0,H. sapiens,True,1922.0
1055,1603.0,H. sapiens,True,1603.0
1056,1658.0,H. sapiens,True,1658.0
1057,1809.0,H. sapiens,True,1809.0
1058,4986.0,H. sapiens,True,4986.0
1059,1330.0,H. sapiens,True,1330.0
1060,4030.0,H. sapiens,True,4030.0
1061,1345.0,H. sapiens,True,1345.0
1062,5696.0,H. sapiens,True,5696.0
1063,6154.0,H. sapiens,True,6154.0
1064,1415.0,H. sapiens,True,1415.0
1065,1129.0,H. sapiens,True,1129.0
1066,1279.0,H. sapiens,True,1279.0
1067,1573.0,H. sapiens,True,1573.0
1068,1076.0,H. sapiens,True,1076.0
1069,1308.0,H. sapiens,True,1308.0
1070,1344.0,H. sapiens,True,1344.0
1071,1019.0,H. sapiens,True,1019.0
1072,1151.0,H. sapiens,True,1151.0
1073,3905.0,H. sapiens,True,3905.0
1074,4380.0,H. sapiens,True,4380.0
1075,1828.0,H. sapiens,True,1828.0
1076,2072.0,H. sapiens,True,2072.0
1077,3277.0,H. sapiens,True,3277.0
1078,2989.0,H. sapiens,True,2989.0
1079,1425.0,H. sapiens,True,1425.0
1080,1220.0,H. sapiens,True,1220.0
1081,4011.0,H. sapiens,True,4011.0
1082,1358.0,H. sapiens,True,1358.0
1083,1099.0,H. sapiens,True,1099.0
1084,1543.0,H. sapiens,True,1543.0
1085,1169.0,H. sapiens,True,1169.0
1086,1837.0,H. sapiens,True,1837.0
1087,1685.0,H. sapiens,True,1685.0
1088,1051.0,H. sapiens,True,1051.0
1089,1124.0,H. sapiens,True,1124.0
1090,1095.0,H. sapiens,True,1095.0
1091,1133.0,H. sapiens,True,1133.0
1092,1027.0,H. sapiens,True,1027.0
1093,1370.0,H. sapiens,True,1370.0
1094,1014.0,H. sapiens,True,1014.0
1095,1133.0,H. sapiens,True,1133.0
1096,2763.0,H. sapiens,True,2763.0
1097,81863.0,H. sapiens,True,81863.0
1098,3442.0,H. sapiens,True,3442.0
1099,15850.0,H. sapiens,True,15850.0
1100,-7001.0,H. sapiens,False,7001.0
1101,-6300.0,H. sapiens,False,6300.0
1102,-34926.0,H. sapiens,False,34926.0
1103,7524.0,H. sapiens,True,7524.0
1104,2943.0,H. sapiens,True,2943.0
1105,1252.0,H. sapiens,True,1252.0
1106,2167.0,H. sapiens,True,2167.0
1107,2133.0,H. sapiens,True,2133.0
1108,2762.0,H. sapiens,True,2762.0
1109,1013.0,H. sapiens,True,1013.0
1110,1221.0,H. sapiens,True,1221.0
1111,4566.0,H. sapiens,True,4566.0
1112,1934.0,H. sapiens,True,1934.0
1113,3695.0,H. sapiens,True,3695.0
1114,2375.0,H. sapiens,True,2375.0
1115,1303.0,H. sapiens,True,1303.0
1116,1804.0,H. sapiens,True,1804.0
1117,1086.0,H. sapiens,True,1086.0
1118,2664.0,H. sapiens,True,2664.0
1119,1314.0,H. sapiens,True,1314.0
1120,1233.0,H. sapiens,True,1233.0
1121,2242.0,H. sapiens,True,2242.0
1122,2629.0,H. sapiens,True,2629.0
1123,2177.0,H. sapiens,True,2177.0
1124,3169.0,H. sapiens,True,3169.0
1125,2006.0,H. sapiens,True,2006.0
1126,2181.0,H. sapiens,True,2181.0
1127,1038.0,H. sapiens,True,1038.0
1128,3269.0,H. sapiens,True,3269.0
1129,1133.0,H. sapiens,True,1133.0
1130,1408.0,H. sapiens,True,1408.0
1131,2191.0,H. sapiens,True,2191.0
1132,1433.0,H. sapiens,True,1433.0
1133,1213.0,H. sapiens,True,1213.0
1134,3453.0,H. sapiens,True,3453.0
1135,1281.0,H. sapiens,True,1281.0
1136,2269.0,H. sapiens,True,2269.0
1137,11508.0,H. sapiens,True,11508.0
1138,2994.0,H. sapiens,True,2994.0
1139,1057.0,H. sapiens,True,1057.0
1140,1158.0,H. sapiens,True,1158.0
1141,1691.0,H. sapiens,True,1691.0
1142,1247.0,H. sapiens,True,1247.0
1143,1212.0,H. sapiens,True,1212.0
1144,1026.0,H. sapiens,True,1026.0
1145,1023.0,H. sapiens,True,1023.0
1146,2934.0,H. sapiens,True,2934.0
1147,1073.0,H. sapiens,True,1073.0
1148,1899.0,H. sapiens,True,1899.0
1149,1027.0,H. sapiens,True,1027.0
1150,1743.0,H. sapiens,True,1743.0
1151,1133.0,H. sapiens,True,1133.0
1152,1195.0,H. sapiens,True,1195.0
1153,3516.0,H. sapiens,True,3516.0
1154,1380.0,H. sapiens,True,1380.0
1155,7711.0,H. sapiens,True,7711.0
1156,2545.0,H. sapiens,True,2545.0
1157,4240.0,H. sapiens,True,4240.0
1158,1919.0,H. sapiens,True,1919.0
1159,1619.0,H. sapiens,True,1619.0
1160,1286.0,H. sapiens,True,1286.0
1161,1569.0,H. sapiens,True,1569.0
1162,3555.0,H. sapiens,True,3555.0
1163,3022.0,H. sapiens,True,3022.0
1164,9502.0,H. sapiens,True,9502.0
1165,1574.0,H. sapiens,True,1574.0
1166,1076.0,H. sapiens,True,1076.0
1167,3095.0,H. sapiens,True,3095.0
1168,1465.0,H. sapiens,True,1465.0
1169,1408.0,H. sapiens,True,1408.0
1170,2613.0,H. sapiens,True,2613.0
1171,2017.0,H. sapiens,True,2017.0
1172,-60763373.0,H. sapiens,False,60763373.0
1173,60763451.0,H. sapiens,True,60763451.0
1174,1004.0,H. sapiens,True,1004.0
1175,1423.0,H. sapiens,True,1423.0
1176,1482.0,H. sapiens,True,1482.0
1177,5929.0,H. sapiens,True,5929.0
1178,5572.0,H. sapiens,True,5572.0
1179,1778.0,H. sapiens,True,1778.0
1180,1061.0,H. sapiens,True,1061.0
1181,1633.0,H. sapiens,True,1633.0
1182,10950401.0,H. sapiens,True,10950401.0
1183,-10950257.0,H. sapiens,False,10950257.0
1184,1812.0,H. sapiens,True,1812.0
1185,1875.0,H. sapiens,True,1875.0
1186,1668.0,H. sapiens,True,1668.0
1187,1380.0,H. sapiens,True,1380.0
1188,1330.0,H. sapiens,True,1330.0
1189,1992.0,H. sapiens,True,1992.0
1190,6635.0,H. sapiens,True,6635.0
1191,1234.0,H. sapiens,True,1234.0
1192,1593.0,H. sapiens,True,1593.0
1193,1475.0,H. sapiens,True,1475.0
1194,1242.0,H. sapiens,True,1242.0
1195,1347.0,H. sapiens,True,1347.0
1196,1217.0,H. sapiens,True,1217.0
1197,1179.0,H. sapiens,True,1179.0
1198,3110.0,H. sapiens,True,3110.0
1199,1024.0,H. sapiens,True,1024.0
1200,1093.0,H. sapiens,True,1093.0
1201,2560.0,H. sapiens,True,2560.0
1202,1944.0,H. sapiens,True,1944.0
1203,1341.0,H. sapiens,True,1341.0
1204,2938.0,H. sapiens,True,2938.0
1205,2154.0,H. sapiens,True,2154.0
1206,1814.0,H. sapiens,True,1814.0
1207,1090.0,H. sapiens,True,1090.0
1208,3175.0,H. sapiens,True,3175.0
1209,1257.0,H. sapiens,True,1257.0
1210,1541.0,H. sapiens,True,1541.0
1211,1119.0,H. sapiens,True,1119.0
1212,1337.0,H. sapiens,True,1337.0
1213,1185.0,H. sapiens,True,1185.0
1214,1843.0,H. sapiens,True,1843.0
1215,4542.0,H. sapiens,True,4542.0
1216,1748.0,H. sapiens,True,1748.0
1217,2208.0,H. sapiens,True,2208.0
1218,1799.0,H. sapiens,True,1799.0
1219,1068.0,H. sapiens,True,1068.0
1220,1062.0,H. sapiens,True,1062.0
1221,1171.0,H. sapiens,True,1171.0
1222,1019.0,H. sapiens,True,1019.0
1223,1206.0,H. sapiens,True,1206.0
1224,2876.0,H. sapiens,True,2876.0
1225,4933.0,H. sapiens,True,4933.0
1226,1577.0,H. sapiens,True,1577.0
1227,-1472.0,H. sapiens,False,1472.0
1228,-2167.0,H. sapiens,False,2167.0
1229,-1136.0,H. sapiens,False,1136.0
1230,4712.0,H. sapiens,True,4712.0
1231,1346.0,H. sapiens,True,1346.0
1232,2162.0,H. sapiens,True,2162.0
1233,1161.0,H. sapiens,True,1161.0
1234,1199.0,H. sapiens,True,1199.0
1235,1533.0,H. sapiens,True,1533.0
1236,3347.0,H. sapiens,True,3347.0
1237,2267.0,H. sapiens,True,2267.0
1238,1665.0,H. sapiens,True,1665.0
1239,-4010.0,H. sapiens,False,4010.0
1240,1753.0,H. sapiens,True,1753.0
1241,1254.0,H. sapiens,True,1254.0
1242,1298.0,H. sapiens,True,1298.0
1243,1306.0,H. sapiens,True,1306.0
1244,1226.0,H. sapiens,True,1226.0
1245,1274.0,H. sapiens,True,1274.0
1246,1510.0,H. sapiens,True,1510.0
1247,3097.0,H. sapiens,True,3097.0
1248,1059.0,H. sapiens,True,1059.0
1249,1753.0,H. sapiens,True,1753.0
1250,1224.0,H. sapiens,True,1224.0
1251,1072.0,H. sapiens,True,1072.0
1252,1510.0,H. sapiens,True,1510.0
1253,1160.0,H. sapiens,True,1160.0
1254,1786.0,H. sapiens,True,1786.0
1255,1142.0,H. sapiens,True,1142.0
1256,1153.0,H. sapiens,True,1153.0
1257,1947.0,H. sapiens,True,1947.0
1258,1171.0,H. sapiens,True,1171.0
1259,1705.0,H. sapiens,True,1705.0
1260,2584.0,H. sapiens,True,2584.0
1261,1145.0,H. sapiens,True,1145.0
1262,2303.0,H. sapiens,True,2303.0
1263,7963.0,H. sapiens,True,7963.0
1264,2841.0,H. sapiens,True,2841.0
1265,2222.0,H. sapiens,True,2222.0
1266,3057.0,H. sapiens,True,3057.0
1267,2364.0,H. sapiens,True,2364.0
1268,1532.0,H. sapiens,True,1532.0
1269,2151.0,H. sapiens,True,2151.0
1270,1965.0,H. sapiens,True,1965.0
1271,1933.0,H. sapiens,True,1933.0
1272,2410.0,H. sapiens,True,2410.0
1273,1820.0,H. sapiens,True,1820.0
1274,1191.0,H. sapiens,True,1191.0
1275,4307.0,H. sapiens,True,4307.0
1276,6519.0,H. sapiens,True,6519.0
1277,1655.0,H. sapiens,True,1655.0
1278,3546.0,H. sapiens,True,3546.0
1279,1131.0,H. sapiens,True,1131.0
1280,3147.0,H. sapiens,True,3147.0
1281,3394.0,H. sapiens,True,3394.0
1282,2405.0,H. sapiens,True,2405.0
1283,1129.0,H. sapiens,True,1129.0
1284,78846.0,H. sapiens,True,78846.0
1285,1512.0,H. sapiens,True,1512.0
1286,4034.0,H. sapiens,True,4034.0
1287,1210.0,H. sapiens,True,1210.0
1288,1112.0,H. sapiens,True,1112.0
1289,1174.0,H. sapiens,True,1174.0
1290,1792.0,H. sapiens,True,1792.0
1291,1673.0,H. sapiens,True,1673.0
1292,7509.0,H. sapiens,True,7509.0
1293,1044.0,H. sapiens,True,1044.0
1294,1355.0,H. sapiens,True,1355.0
1295,1058.0,H. sapiens,True,1058.0
1296,1142.0,H. sapiens,True,1142.0
1297,1102.0,H. sapiens,True,1102.0
1298,1078.0,H. sapiens,True,1078.0
1299,1204.0,H. sapiens,True,1204.0
1300,1006.0,H. sapiens,True,1006.0
1301,2695.0,H. sapiens,True,2695.0
